"ID","Name","GN"
"C0022521","Kartagener Syndrome","35"
"C1837618","CILIARY DYSKINESIA, PRIMARY, 3","1"
"C4317124","Polynesian Bronchiectasis","35"
"C0343206","Hypocomplementemic urticarial vasculitis","1"
"C0043116","HMN (Hereditary Motor Neuropathy) Proximal Type I","3"
"C0152109","Juvenile Spinal Muscular Atrophy","3"
"C0393538","Muscular Atrophy, Spinal, Type II","3"
"C0431380","Cortical Dysplasia","13"
"C0700595","Spinal Muscular Atrophies of Childhood","2"
"C1834690","Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant","1"
"C2931358","Muscular atrophy, spinal, infantile chronic form","3"
"C3280220","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O","1"
"C3281202","MENTAL RETARDATION, AUTOSOMAL DOMINANT 13","1"
"C1847902","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B (disorder)","1"
"C1847903","Charcot-Marie-Tooth Neuropathy, Dominant Intermediate B, with Neutropenia","1"
"C3809272","LETHAL CONGENITAL CONTRACTURE SYNDROME 5","1"
"C0020071","Hereditary Sensory Autonomic Neuropathy, Type 1","7"
"C0020074","HSAN Type IV","3"
"C0020075","Hereditary Sensory Autonomic Neuropathy, Type 5","6"
"C0086405","Hereditary Sensory Radicular Neuropathy","3"
"C0699739","Sensory Neuropathy, Hereditary","3"
"C1858804","Cerebellar Ataxia, Deafness, and Narcolepsy","1"
"C2931852","Clear-cell metastatic renal cell carcinoma","4"
"C3279885","Hereditary Sensory and Autonomic Neuropathy Type Ie","1"
"C3807295","CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLEPSY, AUTOSOMAL DOMINANT","1"
"C0023465","Acute monocytic leukemia","2"
"C0023480","Leukemia, Myelomonocytic, Chronic","11"
"C4014545","TATTON-BROWN-RAHMAN SYNDROME","1"
"C0398788","Immunodeficiency syndrome, variable","1"
"C1656427","Early onset schizophrenia","3"
"C1834671","FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1B","2"
"C4225328","IMMUNODEFICIENCY 40","1"
"C2931004","Congenital disorder of glycosylation type 1J","1"
"C3553645","MYASTHENIC SYNDROME, CONGENITAL, 13","1"
"C4310801","DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FEATURES, AND SPARSE HAIR","1"
"C0220693","Microcephaly autosomal dominant","1"
"C0340493","Paroxysmal familial ventricular fibrillation","5"
"C2751898","Ventricular Fibrillation, Paroxysmal Familial, 1","2"
"C4225375","MENTAL RETARDATION, AUTOSOMAL DOMINANT 33","1"
"C0042345","Varicosity","4"
"C0274576","Poisoning by fluorouracil","2"
"C0454655","Semantic-Pragmatic Disorder","11"
"C0751257","Auditory Processing Disorder, Central","11"
"C1959620","Dihydropyrimidine Dehydrogenase Deficiency","1"
"C3495551","Dihydropyrimidinuria","2"
"C4304578","1p21.3 microdeletion syndrome","1"
"C0342803","Dihydropyrimidinase deficiency","1"
"C0267662","Congenital chloride diarrhea","1"
"C0221480","Recurrent depression","9"
"C0020514","Hyperprolactinemia","6"
"C0021776","Intermittent Explosive Disorder","3"
"C0022734","Kleptomania","3"
"C0024517","Major depression, single episode","9"
"C1834570","Myoclonic dystonia","4"
"C0030662","Gambling, Pathological","1"
"C0040517","Gilles de la Tourette syndrome","3"
"C1860861","TREMOR, HEREDITARY ESSENTIAL, 1","1"
"C0003477","Separation Anxiety Disorder","1"
"C0008701","Chronic Motor or Vocal Tic Disorder","2"
"C0012734","Disruptive Behavior Disorder","2"
"C0029121","Oppositional Defiant Disorder","2"
"C0040188","Tic disorder","2"
"C0338468","Tic Disorders, Vocal","2"
"C0751553","Childhood Tic Disorders","2"
"C0751555","Post-Traumatic Tic Disorder","2"
"C0005747","Blepharospasm","1"
"C0349785","Torticollis, Psychogenic","1"
"C2930898","Benign essential blepharospasm","1"
"C1864850","Arrhythmogenic Right Ventricular Dysplasia, Familial, 11","1"
"C4310824","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, AND MILD PALMOPLANTAR KERATODERMA WITH OR WITHOUT WOOLLY HAIR","1"
"C2751292","Hypotrichosis And Recurrent Skin Vesicles","1"
"C2931122","Keratosis palmoplantaris striata 1","1"
"C3809719","ERYTHRODERMA, CONGENITAL, WITH PALMOPLANTAR KERATODERMA, HYPOTRICHOSIS, AND HYPER-IgE","2"
"C1857777","Arrhythmogenic Right Ventricular Dysplasia, Familial, 10","1"
"C2752072","Cardiomyopathy, Dilated, 1BB","1"
"C1843292","Skin Fragility-Woolly Hair Syndrome","1"
"C1843896","Arrhythmogenic Right Ventricular Dysplasia, Familial, 8","1"
"C1852127","KERATOSIS PALMOPLANTARIS STRIATA II","1"
"C1854063","Cardiomyopathy dilated with Woolly hair and keratoderma","1"
"C1864826","Epidermolysis bullosa, lethal acantholytic","2"
"C4014393","CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS","1"
"C0011436","Dentinogenesis Imperfecta","1"
"C0205730","Hereditary Opalescent Dentin (disorder)","1"
"C0399378","Dentinogenesis imperfecta - Shield's type III (disorder)","1"
"C0399379","Dentin dysplasia, type 1","4"
"C0399380","Dentin dyspalsia, Shields type 2","1"
"C1527284","Dental Pulp Stone","1"
"C1854146","Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1","1"
"C2973527","Dentinogenesis imperfecta without osteogenesis imperfecta","1"
"C4049050","Opalescent dentin","1"
"C0220726","Diastrophic dysplasia","1"
"C0265274","Achondrogenesis, type IB (disorder)","1"
"C1847593","EPIPHYSEAL DYSPLASIA, MULTIPLE, 4","1"
"C1850554","Atelosteogenesis type 2","1"
"C1850555","De La Chapelle Dysplasia","1"
"C1858725","NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1","1"
"C0028945","oligodendroglioma","7"
"C0279070","Adult Oligodendroglioma","6"
"C0280475","Childhood Oligodendroglioma","6"
"C0280793","Mixed Oligodendroglioma-Astrocytoma","6"
"C0334590","Anaplastic Oligodendroglioma","7"
"C0344461","Oligodendroblastoma","6"
"C0751395","Mixed Oligodendroglioma-Ependymoma","6"
"C0751396","Well Differentiated Oligodendroglioma","9"
"C3808981","HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA","1"
"C0265205","Robinow Syndrome","4"
"C3279839","MENTAL RETARDATION, AUTOSOMAL DOMINANT 7","1"
"C0013423","Dystonia Musculorum Deformans","1"
"C0393598","Idiopathic familial dystonia","7"
"C0743332","Focal Dystonia","7"
"C0752197","Adult-Onset Dystonias","7"
"C0752198","Adult-Onset Idiopathic Focal Dystonias","7"
"C0752199","Adult-Onset Idiopathic Torsion Dystonias","7"
"C0752200","Autosomal Dominant Familial Dystonia","7"
"C0752201","Autosomal Recessive Familial Dystonia","7"
"C0752202","Childhood Onset Dystonias","7"
"C0752203","Dystonia, Primary","7"
"C0752205","Dystonia, Secondary","7"
"C0752206","Dystonias, Sporadic","7"
"C0752207","Familial Dystonia","7"
"C0752208","Pseudodystonia","7"
"C1851945","DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT","1"
"C3888090","Early onset torsion dystonia","1"
"C4316810","Writer's Cramp","7"
"C0019569","Hirschsprung Disease","9"
"C0085758","Aganglionosis, Colonic","6"
"C0393912","Segmental Autonomic Dysfunction","1"
"C1257840","Aganglionosis, Rectosigmoid Colon","6"
"C3151237","Hirschsprung Disease, Cardiac Defects, and Autonomic Dysfunction","1"
"C3661523","Congenital Intestinal Aganglionosis","9"
"C0872218","MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME","3"
"C2749862","Mitochondrial Neurogastrointestinal Encephalopathy Syndrome, Rrm2b-Related","2"
"C3501849","Mngie Without Leukoencephalopathy","2"
"C3711125","Mitochondrial DNA Depletion Syndrome 8A","2"
"C4225391","MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY","1"
"C0023795","Lipoid Proteinosis of Urbach and Wiethe","1"
"C0020608","Hypodontia","13"
"C0162359","Christ-Siemens-Touraine syndrome","2"
"C1970757","Tooth Agenesis, Selective, X-Linked, 1","1"
"C4082304","Oligodontia","12"
"C3888024","Cacosmia","1"
"C0019212","Hepatorenal Syndrome","2"
"C0024799","Marginal ulcer","3"
"C0030920","Peptic Ulcer","3"
"C0149745","Oral Ulcer","2"
"C0241832","Cerebrovascular Insufficiency","2"
"C0596298","Cerebrovascular Occlusion","2"
"C1865295","Auriculo-condylar syndrome","3"
"C3810332","AURICULOCONDYLAR SYNDROME 3","1"
"C1848519","WAARDENBURG SYNDROME, TYPE 4A","3"
"C2750457","Waardenburg Syndrome, Type 4b","1"
"C3266898","Waardenburg Syndrome","4"
"C0520679","Sleep Apnea, Obstructive","1"
"C0751761","Upper Airway Resistance Sleep Apnea Syndrome","1"
"C4225349","MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA","1"
"C1838099","ABCD syndrome","1"
"C2700265","Waardenburg Syndrome Type 2","5"
"C3809431","MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE","1"
"C4225337","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33","1"
"C4225343","MENTAL RETARDATION, AUTOSOMAL DOMINANT 38","1"
"C1836395","SPINOCEREBELLAR ATAXIA 26","1"
"C0220767","Craniofrontonasal dysplasia","1"
"C2673648","Hypomagnesemia 4, Renal","1"
"C4510731","Familial primary hypomagnesemia with normocalciuria and normocalcemia","2"
"C1275078","Acrocephalopolysyndactyly type 2","2"
"C3554247","CARPENTER SYNDROME 2","1"
"C0345905","Intrahepatic Cholangiocarcinoma","24"
"C0349566","Squamous cell carcinoma of tongue","1"
"C0740277","Bile duct carcinoma","2"
"C0745730","Multiple lipomata","3"
"C3805278","Extrahepatic Cholangiocarcinoma","24"
"C4015130","INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2","1"
"C0020295","Hydronephrosis","4"
"C0011195","Dejerine-Sottas Disease (disorder)","6"
"C0019816","Hereditary, Type VII, Motor and Sensory Neuropathy","5"
"C0035372","Rett Syndrome","4"
"C0393818","Congenital hypomyelinating neuropathy","2"
"C0553580","Ewings sarcoma","8"
"C1843247","Charcot-Marie-Tooth disease, Type 1D (disorder)","1"
"C3551756","NEUROPATHY, CONGENITAL HYPOMYELINATING, AUTOSOMAL DOMINANT","2"
"C0015624","Fanconi Syndrome","4"
"C0341703","Adult Fanconi syndrome","4"
"C1857395","De Toni-Debre-Fanconi Syndrome","4"
"C3495427","Fanconi-Bickel Syndrome","4"
"C3810100","FANCONI RENOTUBULAR SYNDROME 3","1"
"C0220633","Uveal melanoma","7"
"C1847967","OVARIOLEUKODYSTROPHY","6"
"C1846278","MENTAL RETARDATION, EPILEPTIC SEIZURES, HYPOGONADISM AND HYPOGENITALISM, MICROCEPHALY, AND OBESITY (disorder)","1"
"C1861825","CATARACT, POSTERIOR POLAR, 1","1"
"C0394996","Acute alcoholic intoxication","1"
"C3280271","PARKINSON DISEASE 18","1"
"C4274355","Autosomal dominant late onset Parkinson disease","7"
"C0221023","Cyclic neutropenia","1"
"C1859966","Neutropenia, Severe Congenital, Autosomal Dominant 1","3"
"C3671688","Cyclic Hematopoesis","1"
"C0750952","Biliary Tract Cancer","2"
"C0003499","Supravalvular aortic stenosis","1"
"C0010495","Cutis Laxa","2"
"C0268350","Cutis Laxa, Autosomal Dominant","3"
"C1305147","Congenital supravalvular aortic stenosis","1"
"C1838239","Band Heterotopia of Brain","1"
"C4284594","BAND HETEROTOPIA","1"
"C0410189","Muscular Dystrophy, Emery-Dreifuss","5"
"C0410190","Autosomal Dominant Emery-Dreifuss Muscular Dystrophy (disorder)","5"
"C0751337","X-Linked Emery-Dreifuss Muscular Dystrophy","7"
"C1450051","Autosomal Recessive Emery-Dreifuss Muscular Dystrophy","5"
"C2930996","Muscular dystrophy, tardive Emery-Dreifuss type, with contractures","1"
"C4014507","NEPHROTIC SYNDROME, TYPE 10","1"
"C0023531","Leukoplakia","1"
"C2752027","Glycogen Storage Disease XIII","1"
"C0586323","Alcohol Withdrawal Seizures","2"
"C0751868","Alcohol Withdrawal-Induced Major Motor Seizure","1"
"C0751869","Status Epilepticus, Alcohol Withdrawal-Induced","1"
"C3150941","RUBINSTEIN-TAYBI SYNDROME 2","1"
"C0154040","Benign neoplasm of adrenal gland","21"
"C0154045","Benign neoplasm of aortic body and other paraganglia","21"
"C0344456","Malignant Adrenal Medulla Neoplasm","21"
"C0438413","Malignant neoplasm of aortic body and other paraganglia","21"
"C1318533","Secondary polycythemia","2"
"C2673187","Erythrocytosis, Familial, 4","1"
"C0013902","Elliptocytosis, Hereditary","5"
"C2678497","Elliptocytosis 1","1"
"C3280285","MENTAL RETARDATION, AUTOSOMAL DOMINANT 11","1"
"C2675192","Spherocytosis, Type 5","1"
"C1861455","STOMATOCYTOSIS I","2"
"C0346167","Undifferentiated carcinoma of ovary","2"
"C0014474","Ependymoma","11"
"C0205769","Myxopapillary ependymoma","6"
"C0280788","Anaplastic Ependymoma","6"
"C0334578","Papillary ependymoma","6"
"C1384403","Cellular Ependymoma","6"
"C1838570","CEROID LIPOFUSCINOSIS, NEURONAL, 8","1"
"C1864923","Northern epilepsy syndrome","1"
"C0002878","Anemia, Hemolytic","12"
"C0002889","Anemia, Microangiopathic","12"
"C0036214","Sarcoma, Engelbreth-Holm-Swarm","1"
"C0036216","Sarcoma, Experimental","1"
"C0036219","Sarcoma, Jensen","1"
"C0042510","Ventricular Fibrillation","6"
"C0152025","Polyneuropathy","3"
"C0221021","Microangiopathic hemolytic anemia","12"
"C0271683","Polyneuropathy, Motor","3"
"C0393851","Polyneuropathy, Critical Illness","3"
"C0751448","Polyneuropathy, Familial","3"
"C0751449","Acquired Polyneuropathy","3"
"C0032461","Polycythemia","5"
"C3892050","DEAFNESS, AUTOSOMAL RECESSIVE 102","1"
"C0206725","Subependymal Glioma","4"
"C1842010","Glioma of Brain, Familial","4"
"C1843478","Lethal Congenital Contracture Syndrome 2","1"
"C3715155","AMYOTROPHIC LATERAL SCLEROSIS 19","1"
"C0220722","Cerebrooculofacioskeletal Syndrome 1","4"
"C1853100","CEREBROOCULOFACIOSKELETAL SYNDROME 4","1"
"C1859312","CAMFAK syndrome","4"
"C2931277","Pena Shokeir syndrome Type 2","4"
"C0038814","Sunburn","1"
"C0079153","Hyperkeratosis, Epidermolytic","5"
"C0268138","Xeroderma Pigmentosum, Complementation Group D","1"
"C1853102","Cerebrooculofacioskeletal Syndrome 2","1"
"C1866504","Photosensitive Trichothiodystrophy","2"
"C1866505","Ichthyosis, Congenital, with Trichothiodystrophy","1"
"C1955934","Trichothiodystrophy Syndromes","6"
"C1832476","Deafness, Autosomal Dominant 10","1"
"C1854368","Cardiomyopathy, Dilated, 1J","1"
"C0268136","Xeroderma pigmentosum, group B","1"
"C1970808","Xeroderma Pigmentosum B-Cockayne Syndrome","1"
"C4225344","TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE","1"
"C0268140","Xeroderma pigmentosum, group F","1"
"C1970416","XFE Progeroid Syndrome","1"
"C3806565","XERODERMA PIGMENTOSUM, TYPE F/COCKAYNE SYNDROME","1"
"C3808988","FANCONI ANEMIA, COMPLEMENTATION GROUP Q","1"
"C0268141","Xeroderma pigmentosum, group G","1"
"C1851443","Cerebrooculofacioskeletal Syndrome 3","1"
"C1968561","Xeroderma Pigmentosum, Type G-Cockayne Syndrome","1"
"C0026010","Microphthalmos","6"
"C0265201","De Sanctis-Cacchione syndrome","1"
"C3151063","MACULAR DEGENERATION, AGE-RELATED, 5","1"
"C4310783","PREMATURE OVARIAN FAILURE 11","1"
"C0003803","Arnold Chiari Malformation","2"
"C0555206","Chiari malformation type II","2"
"C0750929","Arnold-Chiari Malformation, Type I","2"
"C0750931","Arnold-Chiari Malformation, Type III","1"
"C0750932","Arnold-Chiari Malformation, Type IV","1"
"C2931196","Craniofacial dysostosis type 1","2"
"C3806917","CRANIOSYNOSTOSIS 4","1"
"C4310679","CHITAYAT SYNDROME","1"
"C0279980","Extraosseous Ewings sarcoma-primitive neuroepithelial tumor","4"
"C3809250","ESTROGEN RESISTANCE","1"
"C1833921","Familial medullary thyroid carcinoma","3"
"C1837857","DEAFNESS, AUTOSOMAL RECESSIVE 35","1"
"C0268596","Multiple Acyl Coenzyme A Dehydrogenase Deficiency","3"
"C1856401","Glutaric Aciduria IIA","3"
"C1856403","Glutaric Aciduria IIB","3"
"C1856405","Glutaric Aciduria IIC","3"
"C3278154","GLUTARIC ACIDEMIA IIA","3"
"C3278155","GLUTARIC ACIDEMIA IIB","3"
"C3278156","GLUTARIC ACIDEMIA IIC","3"
"C0016057","Fibrosarcoma","3"
"C1332965","Congenital Mesoblastic Nephroma","2"
"C1838656","Macrocytosis, Familial","1"
"C4015537","THROMBOCYTOPENIA 5","1"
"C0013903","Ellis-Van Creveld Syndrome","4"
"C0457013","Weyers acrofacial dysostosis","2"
"C0023448","Lymphoid leukemia","8"
"C0026985","Myelodysplasia","2"
"C1854273","Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia","2"
"C4225221","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2","1"
"C0206663","Neuroectodermal Tumor, Primitive","8"
"C0281508","Desmoplastic Small Round Cell Tumor","2"
"C0334584","Spongioblastoma","8"
"C0334596","Medulloepithelioma","8"
"C0700367","Ependymoblastoma","8"
"C0751675","Cerebral Primitive Neuroectodermal Tumor","8"
"C1275278","Extraskeletal Myxoid Chondrosarcoma","5"
"C0015306","Hereditary Multiple Exostoses","3"
"C0023003","Langer-Giedion Syndrome","2"
"C0206641","Osteochondromatosis","2"
"C1832588","Chromosome 11p11.2 Deletion Syndrome","3"
"C1851413","EXOSTOSES, MULTIPLE, TYPE II","1"
"C4225248","SEIZURES, SCOLIOSIS, AND MACROCEPHALY SYNDROME","1"
"C4479452","IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES","1"
"C0018777","Conductive hearing loss","1"
"C0265234","Branchio-Oto-Renal Syndrome","4"
"C0376524","Branchio-Oculo-Facial Syndrome","4"
"C1833691","Otofaciocervical Syndrome","2"
"C1865143","BRANCHIOOTIC SYNDROME 1","2"
"C1970479","Branchiootorenal Syndrome 2","4"
"C2931416","Fara Chlupackova syndrome","2"
"C3551443","ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT","2"
"C0220765","Weaver-Like Syndrome","1"
"C0265210","Weaver syndrome","4"
"C1860789","Leukemia, Megakaryoblastic, of Down Syndrome","8"
"C0020640","Inherited Factor II deficiency","1"
"C0037198","Sinus Thrombosis, Intracranial","2"
"C0272317","Hereditary factor II deficiency disease","1"
"C0398623","Thrombophilia","9"
"C0751500","Petrous Sinus Thrombophlebitis","2"
"C0751501","Intracranial Sinus Thrombophlebitis","2"
"C0751502","Petrous Sinus Thrombosis","2"
"C1412000","Mesenteric vascular insufficiency","2"
"C3203356","Factor II deficiency","1"
"C3852984","Acute Mesenteric Arterial Embolus","2"
"C3852985","Occlusive Mesenteric Arterial Ischemia","2"
"C3852986","Nonocclusive Mesenteric Ischemia","2"
"C3852987","Acute Mesenteric Arterial Thrombosis","2"
"C0017160","Gastroenteritis","1"
"C0034155","Purpura, Thrombotic Thrombocytopenic","4"
"C1268935","Congenital Thrombotic Thrombocytopenic Purpura","4"
"C1956258","Familial Thrombotic Thrombocytopenic Purpura","4"
"C0015499","Hereditary Factor V Deficiency","1"
"C0019154","Hepatic Vein Thrombosis","2"
"C0035328","Retinal Vein Occlusion","3"
"C0338575","Sagittal Sinus Thrombosis","3"
"C0600433","Activated Protein C Resistance","3"
"C0751823","Septic Phlebitis, Sagittal Sinus","3"
"C0751824","Sagittal Sinus Thrombophlebitis","3"
"C0856761","Budd-Chiari Syndrome","2"
"C1527411","Thrombosis of retinal vein","3"
"C1853831","Bleeding Disorder, East Texas Type","1"
"C1861171","THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE (disorder)","1"
"C2584620","Thrombophilia, hereditary","1"
"C0015503","Factor VII Deficiency","1"
"C0273058","Traumatic intracranial hemorrhage","1"
"C0019069","Hemophilia A","2"
"C0272322","Severe hereditary factor VIII deficiency disease","1"
"C0272324","Mild hereditary factor VIII deficiency disease","1"
"C0272325","Factor 8 deficiency, acquired","1"
"C3494186","Autosomal Hemophilia A","2"
"C3494187","Factor VIII Deficiency","2"
"C0008533","Hemophilia B","1"
"C2749016","Thrombophilia, X-Linked, Due To Factor Ix Defect","1"
"C0015519","Factor X Deficiency","1"
"C0015523","Hereditary Factor XI Deficiency","1"
"C0015526","Factor XII Deficiency","1"
"C1857728","Hereditary Angioedema Type III","1"
"C1960459","Hereditary angioedema with normal C1 esterase inhibitor activity","1"
"C0015530","Hereditary Factor XIII Deficiency","2"
"C0022672","Acute Kidney Tubular Necrosis","4"
"C1856796","Estren-Dameshek Variant of Fanconi Anemia","1"
"C1856797","Estren-Dameshek Variant of Fanconi Pancytopenia","1"
"C3469521","FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)","1"
"C3468041","FANCONI ANEMIA, COMPLEMENTATION GROUP C","1"
"C3160738","FANCONI ANEMIA, COMPLEMENTATION GROUP D2","1"
"C3160739","FANCONI ANEMIA, COMPLEMENTATION GROUP E","1"
"C1845672","Mental Retardation, X-Linked 63","1"
"C1846242","Alport Syndrome, Mental Retardation, Midface Hypoplasia, and Elliptocytosis","3"
"C0268483","Tyrosinemias","3"
"C0268487","Tyrosine Transaminase Deficiency Disease","3"
"C0268490","Tyrosinemia, Type I","3"
"C0268623","Tyrosinemia, Type III","3"
"C1845292","FANCONI ANEMIA, COMPLEMENTATION GROUP B","1"
"C1848599","VACTERL Association With Hydrocephalus","3"
"C1848600","Vater Association With Hydrocephalus","1"
"C2749240","Vater Association With Macrocephaly And Ventriculomegaly","1"
"C3469526","FANCONI ANEMIA, COMPLEMENTATION GROUP F","1"
"C3469527","fanconi anemia complementation group g","1"
"C1842422","Synpolydactyly 2","1"
"C0003706","Arachnodactyly","2"
"C0013581","Ectopia Lentis","2"
"C0265287","Acromicric Dysplasia","5"
"C0265313","Weill-Marchesani syndrome","3"
"C1321551","Shprintzen-Goldberg syndrome","2"
"C1851286","Ectopia lentis isolated","2"
"C1858556","OVERLAP CONNECTIVE TISSUE DISEASE","1"
"C1861456","Stiff Skin Syndrome","1"
"C1869114","Weill-Marchesani Syndrome, Autosomal Recessive","3"
"C1869115","Weill-Marchesani Syndrome, Autosomal Dominant","3"
"C2746069","Familial ectopia lentis","2"
"C2931588","GEMSS syndrome","1"
"C3280054","GELEOPHYSIC DYSPLASIA 2","1"
"C3489726","Geleophysic dysplasia","5"
"C3541518","ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT","1"
"C4310796","MARFAN LIPODYSTROPHY SYNDROME","1"
"C0220668","Congenital contractural arachnodactyly","1"
"C4015286","MACULAR DEGENERATION, EARLY-ONSET","1"
"C1832174","DOYNE HONEYCOMB RETINAL DYSTROPHY","3"
"C1852020","Malattia Leventinese","3"
"C1852021","Drusen, Radial, Autosomal Dominant","3"
"C0016756","Fructose-1,6-Diphosphatase Deficiency","1"
"C0019489","Deficiency, Hexosediphosphatase","1"
"C1840253","IgE RESPONSIVENESS, ATOPIC","8"
"C0014038","Encephalitis","1"
"C0393484","Rasmussen Syndrome","1"
"C0752332","Lupus Vasculitis, Central Nervous System","3"
"C0752334","Lupus Meningoencephalitis","3"
"C0752335","Neuropsychiatric Systemic Lupus Erythematosus","3"
"C3810342","IMMUNODEFICIENCY 20","1"
"C1969024","CARDIOMYOPATHY, DILATED, 1X","1"
"C1969040","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2M","1"
"C2751052","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4","1"
"C0265970","Porokeratosis, Disseminated Superficial Actinic","4"
"C4225262","POROKERATOSIS 9, MULTIPLE TYPES","1"
"C4521678","AUDITORY NEUROPATHY AND OPTIC ATROPHY","1"
"C0796154","SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1","3"
"C0346163","Endometrioid carcinoma ovary","5"
"C0001733","Afibrinogenemia","4"
"C0272350","Dysfibrinogenemia, Congenital","3"
"C0740340","Amyloidosis, Familial","3"
"C1859970","Hypodysfibrinogenemia, Congenital","3"
"C2584774","Congenital hypofibrinogenemia","4"
"C4316812","Fibrinogen Deficiency","4"
"C0175701","Aarskog syndrome","1"
"C1844569","Faciogenital Dysplasia with Attention Deficit-Hyperactivity Disorder","1"
"C1856871","Autosomal recessive facio-digito-genital syndrome","1"
"C3275558","MENTAL RETARDATION, X-LINKED, SYNDROMIC 16","1"
"C0031030","Periapical Periodontitis","1"
"C0085109","Corneal Neovascularization","2"
"C0524686","Periodontitis, Acute Nonsuppurative","1"
"C1833693","Otodental Dysplasia","1"
"C1853144","Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia","1"
"C2750325","Oculootodental Syndrome","2"
"C0079541","Holoprosencephaly","19"
"C0431362","Lobar Holoprosencephaly","16"
"C0431363","Alobar Holoprosencephaly","15"
"C0751617","Semilobar Holoprosencephaly","16"
"C1563719","Kallmann Syndrome 1","6"
"C1563720","Kallmann Syndrome 2 (disorder)","6"
"C2930927","Kallmann syndrome, type 3, recessive","6"
"C3552574","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","1"
"C0175700","Multiple synostosis syndrome","3"
"C0342282","Multiple synostoses syndrome 1","3"
"C2751826","Multiple Synostoses Syndrome 3","1"
"C0158667","Aplasia of Lacrimal and Salivary Glands","1"
"C0265269","Lacrimoauriculodentodigital syndrome","3"
"C4310685","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 47","1"
"C1836383","SPINOCEREBELLAR ATAXIA 27","1"
"C0220658","Pfeiffer Syndrome","3"
"C0338503","Septo-Optic Dysplasia","7"
"C0406612","Encephalocraniocutaneous lipomatosis","2"
"C0432122","Interfrontal craniofaciosynostosis","1"
"C0432283","Osteoglophonic dwarfism","1"
"C0795998","JACKSON-WEISS SYNDROME","2"
"C1845146","Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate","1"
"C2931888","Pfeiffer type acrocephalosyndactyly","2"
"C3150773","CHROMOSOME 8p11 MYELOPROLIFERATIVE SYNDROME","1"
"C0001080","Achondroplasia","1"
"C0007847","Malignant tumor of cervix","4"
"C0008297","Choanal Atresia","12"
"C0014145","Yolk Sac Tumor","3"
"C0022603","Seborrheic keratosis","2"
"C0039743","Thanatophoric Dysplasia","1"
"C0175699","Saethre-Chotzen Syndrome","3"
"C0238451","Teratoma of testis","3"
"C0265529","Plagiocephaly","4"
"C0302592","Cervix carcinoma","5"
"C0334082","NEVUS, EPIDERMAL (disorder)","4"
"C0334517","Spermatocytic seminoma","3"
"C0343114","Woolly hair nevus","3"
"C0410529","Hypochondroplasia (disorder)","1"
"C0851140","Carcinoma in situ of uterine cervix","6"
"C1300257","Thanatophoric dysplasia, type 2","1"
"C1834928","Cloverleaf skull micromelia thoracic dysplasia","1"
"C1864436","Muenke Syndrome","1"
"C1864852","CATSHL syndrome","1"
"C1868678","THANATOPHORIC DYSPLASIA, TYPE I (disorder)","1"
"C2674173","Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans","1"
"C2677099","CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder)","1"
"C2931282","Skeletal dysplasia, San Diego type","1"
