"gene","ID","Name"
"IL12RB2","C0272945","Brain Lacerations"
"IL13RA2","C0272945","Brain Lacerations"
"CXCL10","C0272945","Brain Lacerations"
"IRF1","C0272945","Brain Lacerations"
"JUN","C0272945","Brain Lacerations"
"MMP9","C0272945","Brain Lacerations"
"MPO","C0272945","Brain Lacerations"
"NPPB","C0272945","Brain Lacerations"
"PPP3CA","C0272945","Brain Lacerations"
"PTGS2","C0272945","Brain Lacerations"
"S100B","C0272945","Brain Lacerations"
"CCL2","C0272945","Brain Lacerations"
"SOD2","C0272945","Brain Lacerations"
"TLR1","C0272945","Brain Lacerations"
"TLR2","C0272945","Brain Lacerations"
"TLR4","C0272945","Brain Lacerations"
"TNF","C0272945","Brain Lacerations"
"TNFRSF1A","C0272945","Brain Lacerations"
"UCP2","C0272945","Brain Lacerations"
"VEGFA","C0272945","Brain Lacerations"
"TNFSF12","C0272945","Brain Lacerations"
"TNFSF10","C0272945","Brain Lacerations"
"TNFRSF14","C0272945","Brain Lacerations"
"IL18R1","C0272945","Brain Lacerations"
"PGLYRP1","C0272945","Brain Lacerations"
"LY86","C0272945","Brain Lacerations"
"TRAF4","C0272945","Brain Lacerations"
"TNFRSF13B","C0272945","Brain Lacerations"
"CLEC4E","C0272945","Brain Lacerations"
"TLR9","C0272945","Brain Lacerations"
"IL17RD","C0272945","Brain Lacerations"
"LSG1","C0272945","Brain Lacerations"
"TNFRSF13C","C0272945","Brain Lacerations"
"IL31RA","C0272945","Brain Lacerations"
"IFNL3","C0272945","Brain Lacerations"
"TICAM2","C0272945","Brain Lacerations"
"MIR132","C0272945","Brain Lacerations"
"MIR183","C0272945","Brain Lacerations"
"ASIC1","C0917798","Cerebral Ischemia"
"ADD3","C0917798","Cerebral Ischemia"
"PARP1","C0917798","Cerebral Ischemia"
"ALB","C0917798","Cerebral Ischemia"
"BDNF","C0917798","Cerebral Ischemia"
"CASP3","C0917798","Cerebral Ischemia"
"CASP9","C0917798","Cerebral Ischemia"
"CAT","C0917798","Cerebral Ischemia"
"CEBPB","C0917798","Cerebral Ischemia"
"CHRM1","C0917798","Cerebral Ischemia"
"CCR4","C0917798","Cerebral Ischemia"
"ACE","C0917798","Cerebral Ischemia"
"EGR1","C0917798","Cerebral Ischemia"
"F2","C0917798","Cerebral Ischemia"
"F5","C0917798","Cerebral Ischemia"
"GPX1","C0917798","Cerebral Ischemia"
"HIF1A","C0917798","Cerebral Ischemia"
"ICAM1","C0917798","Cerebral Ischemia"
"IL1A","C0917798","Cerebral Ischemia"
"IL1B","C0917798","Cerebral Ischemia"
"IL1RN","C0917798","Cerebral Ischemia"
"IL6","C0917798","Cerebral Ischemia"
"IL10RB","C0917798","Cerebral Ischemia"
"IL12RB1","C0917798","Cerebral Ischemia"
"IL17A","C0917798","Cerebral Ischemia"
"IL18","C0917798","Cerebral Ischemia"
"CXCL10","C0917798","Cerebral Ischemia"
"JUN","C0917798","Cerebral Ischemia"
"MMP9","C0917798","Cerebral Ischemia"
"MPO","C0917798","Cerebral Ischemia"
"MTHFR","C0917798","Cerebral Ischemia"
"NFKB1","C0917798","Cerebral Ischemia"
"NFKBIA","C0917798","Cerebral Ischemia"
"NOS2","C0917798","Cerebral Ischemia"
"PLAT","C0917798","Cerebral Ischemia"
"PLAU","C0917798","Cerebral Ischemia"
"MAPK1","C0917798","Cerebral Ischemia"
"MAPK3","C0917798","Cerebral Ischemia"
"MAP2K1","C0917798","Cerebral Ischemia"
"PTGS2","C0917798","Cerebral Ischemia"
"RB1","C0917798","Cerebral Ischemia"
"RELA","C0917798","Cerebral Ischemia"
"CCL2","C0917798","Cerebral Ischemia"
"CCL3","C0917798","Cerebral Ischemia"
"CCL4","C0917798","Cerebral Ischemia"
"CCL11","C0917798","Cerebral Ischemia"
"SELE","C0917798","Cerebral Ischemia"
"SOD1","C0917798","Cerebral Ischemia"
"SOD2","C0917798","Cerebral Ischemia"
"STAT3","C0917798","Cerebral Ischemia"
"TNF","C0917798","Cerebral Ischemia"
"TNFRSF1A","C0917798","Cerebral Ischemia"
"TNFRSF1B","C0917798","Cerebral Ischemia"
"TP53","C0917798","Cerebral Ischemia"
"UCP2","C0917798","Cerebral Ischemia"
"DYNLL1","C0917798","Cerebral Ischemia"
"IL17RA","C0917798","Cerebral Ischemia"
"BBC3","C0917798","Cerebral Ischemia"
"CYCS","C0917798","Cerebral Ischemia"
"DIABLO","C0917798","Cerebral Ischemia"
"ACHE","C0002726","Amyloidosis"
"APOE","C0002726","Amyloidosis"
"APP","C0002726","Amyloidosis"
"PSEN1","C0002726","Amyloidosis"
"TTR","C0002726","Amyloidosis"
"ZDHHC13","C0002726","Amyloidosis"
"ACHE","C0007134","Renal Cell Carcinoma"
"ACY1","C0007134","Renal Cell Carcinoma"
"ALAD","C0007134","Renal Cell Carcinoma"
"ALDH1A1","C0007134","Renal Cell Carcinoma"
"ALK","C0007134","Renal Cell Carcinoma"
"ANXA4","C0007134","Renal Cell Carcinoma"
"APAF1","C0007134","Renal Cell Carcinoma"
"BIRC5","C0007134","Renal Cell Carcinoma"
"APRT","C0007134","Renal Cell Carcinoma"
"BCHE","C0007134","Renal Cell Carcinoma"
"CAPG","C0007134","Renal Cell Carcinoma"
"CASP2","C0007134","Renal Cell Carcinoma"
"SCARB1","C0007134","Renal Cell Carcinoma"
"CNN2","C0007134","Renal Cell Carcinoma"
"CRABP1","C0007134","Renal Cell Carcinoma"
"CRYAB","C0007134","Renal Cell Carcinoma"
"CTSB","C0007134","Renal Cell Carcinoma"
"CTSD","C0007134","Renal Cell Carcinoma"
"DAPK1","C0007134","Renal Cell Carcinoma"
"EEF2","C0007134","Renal Cell Carcinoma"
"EPAS1","C0007134","Renal Cell Carcinoma"
"ERBB2","C0007134","Renal Cell Carcinoma"
"FLT1","C0007134","Renal Cell Carcinoma"
"MTOR","C0007134","Renal Cell Carcinoma"
"GJB1","C0007134","Renal Cell Carcinoma"
"GRB7","C0007134","Renal Cell Carcinoma"
"GSTM1","C0007134","Renal Cell Carcinoma"
"GSTP1","C0007134","Renal Cell Carcinoma"
"GSTT1","C0007134","Renal Cell Carcinoma"
"HARS","C0007134","Renal Cell Carcinoma"
"HSPA9","C0007134","Renal Cell Carcinoma"
"HSPB1","C0007134","Renal Cell Carcinoma"
"HSPD1","C0007134","Renal Cell Carcinoma"
"IFNA2","C0007134","Renal Cell Carcinoma"
"IL4R","C0007134","Renal Cell Carcinoma"
"IL6","C0007134","Renal Cell Carcinoma"
"IL6R","C0007134","Renal Cell Carcinoma"
"IL13","C0007134","Renal Cell Carcinoma"
"KCNMA1","C0007134","Renal Cell Carcinoma"
"KRT7","C0007134","Renal Cell Carcinoma"
"KRT8","C0007134","Renal Cell Carcinoma"
"KRT32","C0007134","Renal Cell Carcinoma"
"L1CAM","C0007134","Renal Cell Carcinoma"
"LDHB","C0007134","Renal Cell Carcinoma"
"M6PR","C0007134","Renal Cell Carcinoma"
"MET","C0007134","Renal Cell Carcinoma"
"MITF","C0007134","Renal Cell Carcinoma"
"MUC4","C0007134","Renal Cell Carcinoma"
"NF2","C0007134","Renal Cell Carcinoma"
"OGG1","C0007134","Renal Cell Carcinoma"
"PEBP1","C0007134","Renal Cell Carcinoma"
"PAK1","C0007134","Renal Cell Carcinoma"
"PDHB","C0007134","Renal Cell Carcinoma"
"PGK1","C0007134","Renal Cell Carcinoma"
"PIK3CA","C0007134","Renal Cell Carcinoma"
"POMC","C0007134","Renal Cell Carcinoma"
"PRCC","C0007134","Renal Cell Carcinoma"
"PTEN","C0007134","Renal Cell Carcinoma"
"PTGS2","C0007134","Renal Cell Carcinoma"
"PVALB","C0007134","Renal Cell Carcinoma"
"RELA","C0007134","Renal Cell Carcinoma"
"RYR1","C0007134","Renal Cell Carcinoma"
"SFRP2","C0007134","Renal Cell Carcinoma"
"SLC2A1","C0007134","Renal Cell Carcinoma"
"SLC5A3","C0007134","Renal Cell Carcinoma"
"SOD2","C0007134","Renal Cell Carcinoma"
"ELOC","C0007134","Renal Cell Carcinoma"
"HNF1A","C0007134","Renal Cell Carcinoma"
"HNF1B","C0007134","Renal Cell Carcinoma"
"TFE3","C0007134","Renal Cell Carcinoma"
"TGM2","C0007134","Renal Cell Carcinoma"
"TP53","C0007134","Renal Cell Carcinoma"
"TSC1","C0007134","Renal Cell Carcinoma"
"VHL","C0007134","Renal Cell Carcinoma"
"MLLT10","C0007134","Renal Cell Carcinoma"
"KDM5C","C0007134","Renal Cell Carcinoma"
"BAP1","C0007134","Renal Cell Carcinoma"
"TAGLN2","C0007134","Renal Cell Carcinoma"
"UNC5C","C0007134","Renal Cell Carcinoma"
"CRADD","C0007134","Renal Cell Carcinoma"
"TNFSF10","C0007134","Renal Cell Carcinoma"
"FPGT","C0007134","Renal Cell Carcinoma"
"RPL14","C0007134","Renal Cell Carcinoma"
"ZNF536","C0007134","Renal Cell Carcinoma"
"KEAP1","C0007134","Renal Cell Carcinoma"
"CUL7","C0007134","Renal Cell Carcinoma"
"NDRG1","C0007134","Renal Cell Carcinoma"
"CPQ","C0007134","Renal Cell Carcinoma"
"BTG3","C0007134","Renal Cell Carcinoma"
"AKAP13","C0007134","Renal Cell Carcinoma"
"RNF139","C0007134","Renal Cell Carcinoma"
"PDXDC1","C0007134","Renal Cell Carcinoma"
"SYNE2","C0007134","Renal Cell Carcinoma"
"PRAME","C0007134","Renal Cell Carcinoma"
"YIPF3","C0007134","Renal Cell Carcinoma"
"PNKD","C0007134","Renal Cell Carcinoma"
"SETD2","C0007134","Renal Cell Carcinoma"
"SHANK1","C0007134","Renal Cell Carcinoma"
"LRP1B","C0007134","Renal Cell Carcinoma"
"TET2","C0007134","Renal Cell Carcinoma"
"PBRM1","C0007134","Renal Cell Carcinoma"
"PIDD1","C0007134","Renal Cell Carcinoma"
"AP5M1","C0007134","Renal Cell Carcinoma"
"FMN2","C0007134","Renal Cell Carcinoma"
"SPTBN4","C0007134","Renal Cell Carcinoma"
"AHNAK","C0007134","Renal Cell Carcinoma"
"BIRC7","C0007134","Renal Cell Carcinoma"
"LMAN2L","C0007134","Renal Cell Carcinoma"
"CARD11","C0007134","Renal Cell Carcinoma"
"DIRC2","C0007134","Renal Cell Carcinoma"
"NAV3","C0007134","Renal Cell Carcinoma"
"ZNF765","C0007134","Renal Cell Carcinoma"
"NLRP12","C0007134","Renal Cell Carcinoma"
"ZNF804A","C0007134","Renal Cell Carcinoma"
"CSMD3","C0007134","Renal Cell Carcinoma"
"LRRK2","C0007134","Renal Cell Carcinoma"
"ASB15","C0007134","Renal Cell Carcinoma"
"DNHD1","C0007134","Renal Cell Carcinoma"
"FAAH2","C0007134","Renal Cell Carcinoma"
"FLCN","C0007134","Renal Cell Carcinoma"
"OR4C13","C0007134","Renal Cell Carcinoma"
"VMO1","C0007134","Renal Cell Carcinoma"
"MSGN1","C0007134","Renal Cell Carcinoma"
"FAM111B","C0007134","Renal Cell Carcinoma"
"ACHE","C0025261","Memory Disorders"
"APP","C0025261","Memory Disorders"
"AVP","C0025261","Memory Disorders"
"BCL2","C0025261","Memory Disorders"
"CHRM1","C0025261","Memory Disorders"
"CHRNA7","C0025261","Memory Disorders"
"COMT","C0025261","Memory Disorders"
"DRD2","C0025261","Memory Disorders"
"GABRA5","C0025261","Memory Disorders"
"GRPR","C0025261","Memory Disorders"
"HLA-DPB1","C0025261","Memory Disorders"
"HTR1A","C0025261","Memory Disorders"
"HTR6","C0025261","Memory Disorders"
"HTR7","C0025261","Memory Disorders"
"IGF2","C0025261","Memory Disorders"
"IL1B","C0025261","Memory Disorders"
"INS","C0025261","Memory Disorders"
"LNPEP","C0025261","Memory Disorders"
"MAPT","C0025261","Memory Disorders"
"MDK","C0025261","Memory Disorders"
"MIF","C0025261","Memory Disorders"
"NQO2","C0025261","Memory Disorders"
"NPY","C0025261","Memory Disorders"
"PNOC","C0025261","Memory Disorders"
"PSEN1","C0025261","Memory Disorders"
"REL","C0025261","Memory Disorders"
"SLC6A3","C0025261","Memory Disorders"
"SLC6A4","C0025261","Memory Disorders"
"STAT3","C0025261","Memory Disorders"
"SYP","C0025261","Memory Disorders"
"VEGFA","C0025261","Memory Disorders"
"KL","C0025261","Memory Disorders"
"AKAP5","C0025261","Memory Disorders"
"MAGI2","C0025261","Memory Disorders"
"SIGMAR1","C0025261","Memory Disorders"
"HRH3","C0025261","Memory Disorders"
"GIT1","C0025261","Memory Disorders"
"SPHK2","C0025261","Memory Disorders"
"SLC17A7","C0025261","Memory Disorders"
"SLC17A6","C0025261","Memory Disorders"
"ACHE","C0026850","Muscular Dystrophy"
"BCHE","C0026850","Muscular Dystrophy"
"COL6A1","C0026850","Muscular Dystrophy"
"DMD","C0026850","Muscular Dystrophy"
"FKTN","C0026850","Muscular Dystrophy"
"LAMA2","C0026850","Muscular Dystrophy"
"SELENON","C0026850","Muscular Dystrophy"
"PRIMA1","C0026850","Muscular Dystrophy"
"ACHE","C0236804","Amphetamine Addiction"
"ADORA2A","C0236804","Amphetamine Addiction"
"AKT1","C0236804","Amphetamine Addiction"
"AOAH","C0236804","Amphetamine Addiction"
"ARRB2","C0236804","Amphetamine Addiction"
"BDNF","C0236804","Amphetamine Addiction"
"CDH13","C0236804","Amphetamine Addiction"
"CENPCP1","C0236804","Amphetamine Addiction"
"COMT","C0236804","Amphetamine Addiction"
"CYP2D6","C0236804","Amphetamine Addiction"
"CD55","C0236804","Amphetamine Addiction"
"DRD1","C0236804","Amphetamine Addiction"
"DRD2","C0236804","Amphetamine Addiction"
"DRD3","C0236804","Amphetamine Addiction"
"DRD4","C0236804","Amphetamine Addiction"
"EPHX1","C0236804","Amphetamine Addiction"
"FHIT","C0236804","Amphetamine Addiction"
"FOS","C0236804","Amphetamine Addiction"
"GABRG2","C0236804","Amphetamine Addiction"
"GDNF","C0236804","Amphetamine Addiction"
"GRM2","C0236804","Amphetamine Addiction"
"GSTM1","C0236804","Amphetamine Addiction"
"GSTP1","C0236804","Amphetamine Addiction"
"GSTT1","C0236804","Amphetamine Addiction"
"NRG1","C0236804","Amphetamine Addiction"
"HTR1B","C0236804","Amphetamine Addiction"
"HTR3A","C0236804","Amphetamine Addiction"
"HTR6","C0236804","Amphetamine Addiction"
"MYO5B","C0236804","Amphetamine Addiction"
"NOS1","C0236804","Amphetamine Addiction"
"NPY1R","C0236804","Amphetamine Addiction"
"OPRM1","C0236804","Amphetamine Addiction"
"SERPINA5","C0236804","Amphetamine Addiction"
"PDE4B","C0236804","Amphetamine Addiction"
"PDE4D","C0236804","Amphetamine Addiction"
"PDE6C","C0236804","Amphetamine Addiction"
"PDYN","C0236804","Amphetamine Addiction"
"PLAT","C0236804","Amphetamine Addiction"
"POU5F1","C0236804","Amphetamine Addiction"
"PRKG1","C0236804","Amphetamine Addiction"
"MAP2K5","C0236804","Amphetamine Addiction"
"RELA","C0236804","Amphetamine Addiction"
"SLC6A3","C0236804","Amphetamine Addiction"
"SLC6A4","C0236804","Amphetamine Addiction"
"SLC6A9","C0236804","Amphetamine Addiction"
"SNCA","C0236804","Amphetamine Addiction"
"PRDM2","C0236804","Amphetamine Addiction"
"CUBN","C0236804","Amphetamine Addiction"
"LARGE1","C0236804","Amphetamine Addiction"
"PICK1","C0236804","Amphetamine Addiction"
"RAPGEF5","C0236804","Amphetamine Addiction"
"HS3ST4","C0236804","Amphetamine Addiction"
"RALY","C0236804","Amphetamine Addiction"
"ZNF423","C0236804","Amphetamine Addiction"
"ASTN2","C0236804","Amphetamine Addiction"
"ACSL6","C0236804","Amphetamine Addiction"
"FKBP15","C0236804","Amphetamine Addiction"
"PSD3","C0236804","Amphetamine Addiction"
"AK5","C0236804","Amphetamine Addiction"
"RGS17","C0236804","Amphetamine Addiction"
"PCOLCE2","C0236804","Amphetamine Addiction"
"CCHCR1","C0236804","Amphetamine Addiction"
"MARC2","C0236804","Amphetamine Addiction"
"CSMD1","C0236804","Amphetamine Addiction"
"SMYD3","C0236804","Amphetamine Addiction"
"MARC1","C0236804","Amphetamine Addiction"
"ZNF385D","C0236804","Amphetamine Addiction"
"TRPM3","C0236804","Amphetamine Addiction"
"DCSTAMP","C0236804","Amphetamine Addiction"
"USP48","C0236804","Amphetamine Addiction"
"PROKR2","C0236804","Amphetamine Addiction"
"SGCZ","C0236804","Amphetamine Addiction"
"LINGO2","C0236804","Amphetamine Addiction"
"COL28A1","C0236804","Amphetamine Addiction"
"SH3RF3","C0236804","Amphetamine Addiction"
"ACHE","C0236807","Amphetamine Abuse"
"ADORA2A","C0236807","Amphetamine Abuse"
"AKT1","C0236807","Amphetamine Abuse"
"AOAH","C0236807","Amphetamine Abuse"
"ARRB2","C0236807","Amphetamine Abuse"
"BDNF","C0236807","Amphetamine Abuse"
"CDH13","C0236807","Amphetamine Abuse"
"CENPCP1","C0236807","Amphetamine Abuse"
"COMT","C0236807","Amphetamine Abuse"
"CYP2D6","C0236807","Amphetamine Abuse"
"CD55","C0236807","Amphetamine Abuse"
"DRD1","C0236807","Amphetamine Abuse"
"DRD2","C0236807","Amphetamine Abuse"
"DRD3","C0236807","Amphetamine Abuse"
"DRD4","C0236807","Amphetamine Abuse"
"EPHX1","C0236807","Amphetamine Abuse"
"FHIT","C0236807","Amphetamine Abuse"
"FOS","C0236807","Amphetamine Abuse"
"GABRG2","C0236807","Amphetamine Abuse"
"GDNF","C0236807","Amphetamine Abuse"
"GRM2","C0236807","Amphetamine Abuse"
"GSTM1","C0236807","Amphetamine Abuse"
"GSTP1","C0236807","Amphetamine Abuse"
"GSTT1","C0236807","Amphetamine Abuse"
"NRG1","C0236807","Amphetamine Abuse"
"HTR1B","C0236807","Amphetamine Abuse"
"HTR3A","C0236807","Amphetamine Abuse"
"HTR6","C0236807","Amphetamine Abuse"
"MYO5B","C0236807","Amphetamine Abuse"
"NOS1","C0236807","Amphetamine Abuse"
"NPY1R","C0236807","Amphetamine Abuse"
"OPRM1","C0236807","Amphetamine Abuse"
"SERPINA5","C0236807","Amphetamine Abuse"
"PDE4B","C0236807","Amphetamine Abuse"
"PDE4D","C0236807","Amphetamine Abuse"
"PDE6C","C0236807","Amphetamine Abuse"
"PDYN","C0236807","Amphetamine Abuse"
"PLAT","C0236807","Amphetamine Abuse"
"POU5F1","C0236807","Amphetamine Abuse"
"PRKG1","C0236807","Amphetamine Abuse"
"MAP2K5","C0236807","Amphetamine Abuse"
"RELA","C0236807","Amphetamine Abuse"
"SLC6A3","C0236807","Amphetamine Abuse"
"SLC6A4","C0236807","Amphetamine Abuse"
"SLC6A9","C0236807","Amphetamine Abuse"
"SNCA","C0236807","Amphetamine Abuse"
"PRDM2","C0236807","Amphetamine Abuse"
"CUBN","C0236807","Amphetamine Abuse"
"LARGE1","C0236807","Amphetamine Abuse"
"PICK1","C0236807","Amphetamine Abuse"
"RAPGEF5","C0236807","Amphetamine Abuse"
"HS3ST4","C0236807","Amphetamine Abuse"
"RALY","C0236807","Amphetamine Abuse"
"ZNF423","C0236807","Amphetamine Abuse"
"ASTN2","C0236807","Amphetamine Abuse"
"ACSL6","C0236807","Amphetamine Abuse"
"FKBP15","C0236807","Amphetamine Abuse"
"PSD3","C0236807","Amphetamine Abuse"
"AK5","C0236807","Amphetamine Abuse"
"RGS17","C0236807","Amphetamine Abuse"
"PCOLCE2","C0236807","Amphetamine Abuse"
"CCHCR1","C0236807","Amphetamine Abuse"
"MARC2","C0236807","Amphetamine Abuse"
"CSMD1","C0236807","Amphetamine Abuse"
"SMYD3","C0236807","Amphetamine Abuse"
"MARC1","C0236807","Amphetamine Abuse"
"ZNF385D","C0236807","Amphetamine Abuse"
"TRPM3","C0236807","Amphetamine Abuse"
"DCSTAMP","C0236807","Amphetamine Abuse"
"USP48","C0236807","Amphetamine Abuse"
"PROKR2","C0236807","Amphetamine Abuse"
"SGCZ","C0236807","Amphetamine Abuse"
"LINGO2","C0236807","Amphetamine Abuse"
"COL28A1","C0236807","Amphetamine Abuse"
"SH3RF3","C0236807","Amphetamine Abuse"
"ACHE","C0266487","Etat Marbre"
"ADORA2A","C0266487","Etat Marbre"
"CNR1","C0266487","Etat Marbre"
"CRH","C0266487","Etat Marbre"
"DRD1","C0266487","Etat Marbre"
"DRD2","C0266487","Etat Marbre"
"DRD3","C0266487","Etat Marbre"
"FOLR1","C0266487","Etat Marbre"
"FOSB","C0266487","Etat Marbre"
"HTT","C0266487","Etat Marbre"
"NRG1","C0266487","Etat Marbre"
"OPRM1","C0266487","Etat Marbre"
"PDYN","C0266487","Etat Marbre"
"ATXN7","C0266487","Etat Marbre"
"SCN1A","C0266487","Etat Marbre"
"SLC12A2","C0266487","Etat Marbre"
"XK","C0266487","Etat Marbre"
"MICU1","C0266487","Etat Marbre"
"UTS2","C0266487","Etat Marbre"
"ARC","C0266487","Etat Marbre"
"TSEN34","C0266487","Etat Marbre"
"TSEN2","C0266487","Etat Marbre"
"TSEN54","C0266487","Etat Marbre"
"ACHE","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ACY1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ALAD","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ALDH1A1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ALK","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ANXA4","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"APAF1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"BIRC5","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"APRT","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ATM","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"BCHE","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"BMPR1A","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CAPG","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CASP2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"SCARB1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CNN2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CRABP1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CRYAB","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CTSB","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CTSD","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"DAPK1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"EEF2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"EPAS1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ERBB2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ERN1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"FLT1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"FLT4","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"MTOR","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"GJB1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"GRB7","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"GSTM1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"GSTP1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"GSTT1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"HARS","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"HSPA9","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"HSPB1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"HSPD1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"IFNA2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"IL4R","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"IL6","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"IL6R","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"IL13","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KCNMA1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KDR","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KRT7","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KRT8","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KRT32","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"L1CAM","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"LDHB","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"M6PR","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"MET","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"MITF","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"MUC4","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"NF2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ROR1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"OGG1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PEBP1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PAK1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PDHB","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PGK1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PIK3CA","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"POMC","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PRCC","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"MAPK8","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PTEN","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PTGS2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"PVALB","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"RELA","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"RYR1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"SFRP2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"SLC2A1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"SLC5A3","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"SOD2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ELOC","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"HNF1A","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"HNF1B","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TEK","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TFE3","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TGM2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TP53","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TSC1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TSC2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KDM6A","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"VHL","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"BRD3","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"MLLT10","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"KDM5C","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"ARID1A","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"BAP1","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"TAGLN2","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"UNC5C","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
"CRADD","C0279702","Conventional (Clear Cell) Renal Cell Carcinoma"
