"gene","ID","Name"
"GTPBP2","C0008370","Cholestasis"
"MKS1","C0008370","Cholestasis"
"WIPI1","C0008370","Cholestasis"
"C4orf19","C0008370","Cholestasis"
"SLC30A10","C0008370","Cholestasis"
"PEX26","C0008370","Cholestasis"
"TRMU","C0008370","Cholestasis"
"BEX4","C0008370","Cholestasis"
"DNAJC12","C0008370","Cholestasis"
"CC2D2A","C0008370","Cholestasis"
"HAMP","C0008370","Cholestasis"
"VIPAS39","C0008370","Cholestasis"
"ABCG5","C0008370","Cholestasis"
"ABCG8","C0008370","Cholestasis"
"ALDH8A1","C0008370","Cholestasis"
"UBA5","C0008370","Cholestasis"
"HSD3B7","C0008370","Cholestasis"
"NPL","C0008370","Cholestasis"
"CFHR5","C0008370","Cholestasis"
"SLC10A7","C0008370","Cholestasis"
"TMEM117","C0008370","Cholestasis"
"DGAT2","C0008370","Cholestasis"
"COG7","C0008370","Cholestasis"
"CADPS2","C0008370","Cholestasis"
"HOGA1","C0008370","Cholestasis"
"FAM129A","C0008370","Cholestasis"
"SLC51B","C0008370","Cholestasis"
"HJV","C0008370","Cholestasis"
"NFXL1","C0008370","Cholestasis"
"MBOAT1","C0008370","Cholestasis"
"SLC51A","C0008370","Cholestasis"
"NPHP4","C0008370","Cholestasis"
"RFLNB","C0008370","Cholestasis"
"MIRLET7B","C0008370","Cholestasis"
"MIRLET7I","C0008370","Cholestasis"
"MIR130B","C0008370","Cholestasis"
"MIR185","C0008370","Cholestasis"
"MIR190A","C0008370","Cholestasis"
"MIR218-1","C0008370","Cholestasis"
"MIR24-1","C0008370","Cholestasis"
"MIR27B","C0008370","Cholestasis"
"MIR99A","C0008370","Cholestasis"
"MIR337","C0008370","Cholestasis"
"MIR361","C0008370","Cholestasis"
"MIR377","C0008370","Cholestasis"
"MIR411","C0008370","Cholestasis"
"MIR875","C0008370","Cholestasis"
"ADH1B","C0009402","Colorectal Carcinoma"
"PARP1","C0009402","Colorectal Carcinoma"
"AKT1","C0009402","Colorectal Carcinoma"
"ALDH2","C0009402","Colorectal Carcinoma"
"APC","C0009402","Colorectal Carcinoma"
"BIRC5","C0009402","Colorectal Carcinoma"
"ARNT","C0009402","Colorectal Carcinoma"
"ATP7B","C0009402","Colorectal Carcinoma"
"BCL2","C0009402","Colorectal Carcinoma"
"BMP4","C0009402","Colorectal Carcinoma"
"BRAF","C0009402","Colorectal Carcinoma"
"CALR","C0009402","Colorectal Carcinoma"
"CASP8","C0009402","Colorectal Carcinoma"
"CDH1","C0009402","Colorectal Carcinoma"
"CDH5","C0009402","Colorectal Carcinoma"
"CFTR","C0009402","Colorectal Carcinoma"
"ABCC2","C0009402","Colorectal Carcinoma"
"CSF2","C0009402","Colorectal Carcinoma"
"CTBP1","C0009402","Colorectal Carcinoma"
"CTNNB1","C0009402","Colorectal Carcinoma"
"CYP1A2","C0009402","Colorectal Carcinoma"
"CYP1B1","C0009402","Colorectal Carcinoma"
"CYP2A6","C0009402","Colorectal Carcinoma"
"DCC","C0009402","Colorectal Carcinoma"
"DHFR","C0009402","Colorectal Carcinoma"
"NQO1","C0009402","Colorectal Carcinoma"
"DPYD","C0009402","Colorectal Carcinoma"
"TYMP","C0009402","Colorectal Carcinoma"
"EGFR","C0009402","Colorectal Carcinoma"
"EP300","C0009402","Colorectal Carcinoma"
"EPHA1","C0009402","Colorectal Carcinoma"
"ERCC2","C0009402","Colorectal Carcinoma"
"EYA4","C0009402","Colorectal Carcinoma"
"ESR2","C0009402","Colorectal Carcinoma"
"FAT1","C0009402","Colorectal Carcinoma"
"FBN2","C0009402","Colorectal Carcinoma"
"FEN1","C0009402","Colorectal Carcinoma"
"FGFR3","C0009402","Colorectal Carcinoma"
"FPGS","C0009402","Colorectal Carcinoma"
"GAPDH","C0009402","Colorectal Carcinoma"
"GATA4","C0009402","Colorectal Carcinoma"
"GPX4","C0009402","Colorectal Carcinoma"
"GRIN2A","C0009402","Colorectal Carcinoma"
"GSTM1","C0009402","Colorectal Carcinoma"
"GSTM3","C0009402","Colorectal Carcinoma"
"GUCY2C","C0009402","Colorectal Carcinoma"
"IFNA1","C0009402","Colorectal Carcinoma"
"IGF2","C0009402","Colorectal Carcinoma"
"IGFBP3","C0009402","Colorectal Carcinoma"
"CXCL8","C0009402","Colorectal Carcinoma"
"KDR","C0009402","Colorectal Carcinoma"
"KRAS","C0009402","Colorectal Carcinoma"
"SMAD2","C0009402","Colorectal Carcinoma"
"SMAD4","C0009402","Colorectal Carcinoma"
"SMAD7","C0009402","Colorectal Carcinoma"
"MKI67","C0009402","Colorectal Carcinoma"
"MLH1","C0009402","Colorectal Carcinoma"
"MMP1","C0009402","Colorectal Carcinoma"
"MMP2","C0009402","Colorectal Carcinoma"
"ABCC1","C0009402","Colorectal Carcinoma"
"MSH2","C0009402","Colorectal Carcinoma"
"MTHFR","C0009402","Colorectal Carcinoma"
"MTRR","C0009402","Colorectal Carcinoma"
"NME1","C0009402","Colorectal Carcinoma"
"NME2","C0009402","Colorectal Carcinoma"
"NRAS","C0009402","Colorectal Carcinoma"
"NRCAM","C0009402","Colorectal Carcinoma"
"NR4A2","C0009402","Colorectal Carcinoma"
"ODC1","C0009402","Colorectal Carcinoma"
"ABCB1","C0009402","Colorectal Carcinoma"
"SERPINB5","C0009402","Colorectal Carcinoma"
"PIK3CA","C0009402","Colorectal Carcinoma"
"POLD1","C0009402","Colorectal Carcinoma"
"POLE","C0009402","Colorectal Carcinoma"
"PPARG","C0009402","Colorectal Carcinoma"
"PTGS2","C0009402","Colorectal Carcinoma"
"RET","C0009402","Colorectal Carcinoma"
"RRM2","C0009402","Colorectal Carcinoma"
"SELENOP","C0009402","Colorectal Carcinoma"
"SFRP1","C0009402","Colorectal Carcinoma"
"SFRP2","C0009402","Colorectal Carcinoma"
"SFRP4","C0009402","Colorectal Carcinoma"
"SFRP5","C0009402","Colorectal Carcinoma"
"SCG5","C0009402","Colorectal Carcinoma"
"SLC19A1","C0009402","Colorectal Carcinoma"
"SOD2","C0009402","Colorectal Carcinoma"
"SPARC","C0009402","Colorectal Carcinoma"
"SRC","C0009402","Colorectal Carcinoma"
"AURKA","C0009402","Colorectal Carcinoma"
"TCF7L2","C0009402","Colorectal Carcinoma"
"TCN2","C0009402","Colorectal Carcinoma"
"TFRC","C0009402","Colorectal Carcinoma"
"TGFB1","C0009402","Colorectal Carcinoma"
"TGFBR1","C0009402","Colorectal Carcinoma"
"TK1","C0009402","Colorectal Carcinoma"
"TLR2","C0009402","Colorectal Carcinoma"
"TLR4","C0009402","Colorectal Carcinoma"
"TNF","C0009402","Colorectal Carcinoma"
"TP53","C0009402","Colorectal Carcinoma"
"TYMS","C0009402","Colorectal Carcinoma"
"UMPS","C0009402","Colorectal Carcinoma"
"UNG","C0009402","Colorectal Carcinoma"
"TFPI2","C0009402","Colorectal Carcinoma"
"ANP32A","C0009402","Colorectal Carcinoma"
"ARID1A","C0009402","Colorectal Carcinoma"
"AXIN2","C0009402","Colorectal Carcinoma"
"LGR5","C0009402","Colorectal Carcinoma"
"TP63","C0009402","Colorectal Carcinoma"
"EIF3H","C0009402","Colorectal Carcinoma"
"ABCC3","C0009402","Colorectal Carcinoma"
"TNFSF13","C0009402","Colorectal Carcinoma"
"TNFSF10","C0009402","Colorectal Carcinoma"
"GGH","C0009402","Colorectal Carcinoma"
"PROM1","C0009402","Colorectal Carcinoma"
"SELENBP1","C0009402","Colorectal Carcinoma"
"NEURL1","C0009402","Colorectal Carcinoma"
"EXO1","C0009402","Colorectal Carcinoma"
"DCLK1","C0009402","Colorectal Carcinoma"
"ABCG2","C0009402","Colorectal Carcinoma"
"ABCG1","C0009402","Colorectal Carcinoma"
"ABCC5","C0009402","Colorectal Carcinoma"
"ABCB6","C0009402","Colorectal Carcinoma"
"ABCC4","C0009402","Colorectal Carcinoma"
"DLC1","C0009402","Colorectal Carcinoma"
"GPNMB","C0009402","Colorectal Carcinoma"
"POLD3","C0009402","Colorectal Carcinoma"
"STRAP","C0009402","Colorectal Carcinoma"
"WIF1","C0009402","Colorectal Carcinoma"
"CHEK2","C0009402","Colorectal Carcinoma"
"NTNG1","C0009402","Colorectal Carcinoma"
"SYNE1","C0009402","Colorectal Carcinoma"
"AMACR","C0009402","Colorectal Carcinoma"
"LY96","C0009402","Colorectal Carcinoma"
"CHD5","C0009402","Colorectal Carcinoma"
"GREM1","C0009402","Colorectal Carcinoma"
"MLH3","C0009402","Colorectal Carcinoma"
"PYCARD","C0009402","Colorectal Carcinoma"
"ING4","C0009402","Colorectal Carcinoma"
"EVL","C0009402","Colorectal Carcinoma"
"RNF43","C0009402","Colorectal Carcinoma"
"ACKR3","C0009402","Colorectal Carcinoma"
"AKR1B10","C0009402","Colorectal Carcinoma"
"SOX17","C0009402","Colorectal Carcinoma"
"GALNT12","C0009402","Colorectal Carcinoma"
"ZKSCAN3","C0009402","Colorectal Carcinoma"
"RHPN2","C0009402","Colorectal Carcinoma"
"CABLES1","C0009402","Colorectal Carcinoma"
"GATA5","C0009402","Colorectal Carcinoma"
"VTI1A","C0009402","Colorectal Carcinoma"
"CACUL1","C0009402","Colorectal Carcinoma"
"FLCN","C0009402","Colorectal Carcinoma"
"TCERG1L","C0009402","Colorectal Carcinoma"
"MIR106B","C0009402","Colorectal Carcinoma"
"MIR130B","C0009402","Colorectal Carcinoma"
"MIR26B","C0009402","Colorectal Carcinoma"
"MIR93","C0009402","Colorectal Carcinoma"
"A2M","C0011570","Mental Depression"
"ADCY5","C0011570","Mental Depression"
"ADCY7","C0011570","Mental Depression"
"ADCY8","C0011570","Mental Depression"
"ADCYAP1","C0011570","Mental Depression"
"ADRA2A","C0011570","Mental Depression"
"ADRB1","C0011570","Mental Depression"
"AGT","C0011570","Mental Depression"
"AKT1","C0011570","Mental Depression"
"APP","C0011570","Mental Depression"
"APRT","C0011570","Mental Depression"
"AR","C0011570","Mental Depression"
"ARNTL","C0011570","Mental Depression"
"ASMT","C0011570","Mental Depression"
"BDNF","C0011570","Mental Depression"
"BRCA1","C0011570","Mental Depression"
"CACNA1C","C0011570","Mental Depression"
"CALM2","C0011570","Mental Depression"
"CAMK2A","C0011570","Mental Depression"
"CDKN2A","C0011570","Mental Depression"
"CHAT","C0011570","Mental Depression"
"CHRM2","C0011570","Mental Depression"
"CHRNA4","C0011570","Mental Depression"
"CNR1","C0011570","Mental Depression"
"CNR2","C0011570","Mental Depression"
"CNTF","C0011570","Mental Depression"
"COMT","C0011570","Mental Depression"
"CREB1","C0011570","Mental Depression"
"CRH","C0011570","Mental Depression"
"CRHBP","C0011570","Mental Depression"
"CRHR1","C0011570","Mental Depression"
"CRHR2","C0011570","Mental Depression"
"CRY1","C0011570","Mental Depression"
"CRY2","C0011570","Mental Depression"
"CYP2C19","C0011570","Mental Depression"
"CYP2D6","C0011570","Mental Depression"
"DBH","C0011570","Mental Depression"
"DPP4","C0011570","Mental Depression"
"DRD1","C0011570","Mental Depression"
"DRD2","C0011570","Mental Depression"
"DRD3","C0011570","Mental Depression"
"DRD4","C0011570","Mental Depression"
"DUSP1","C0011570","Mental Depression"
"ESR1","C0011570","Mental Depression"
"FKBP5","C0011570","Mental Depression"
"FOLH1","C0011570","Mental Depression"
"GABRA6","C0011570","Mental Depression"
"GABRB3","C0011570","Mental Depression"
"GAD1","C0011570","Mental Depression"
"GAP43","C0011570","Mental Depression"
"GLUL","C0011570","Mental Depression"
"GNB3","C0011570","Mental Depression"
"MCHR1","C0011570","Mental Depression"
"GPX1","C0011570","Mental Depression"
"GRIA1","C0011570","Mental Depression"
"GRIA3","C0011570","Mental Depression"
"GRIK3","C0011570","Mental Depression"
"GRIN2A","C0011570","Mental Depression"
"GRIN2B","C0011570","Mental Depression"
"NR3C1","C0011570","Mental Depression"
"GRM1","C0011570","Mental Depression"
"GRM7","C0011570","Mental Depression"
"GSK3B","C0011570","Mental Depression"
"GSTM1","C0011570","Mental Depression"
"GTS","C0011570","Mental Depression"
"GYPE","C0011570","Mental Depression"
"HCRT","C0011570","Mental Depression"
"HDAC2","C0011570","Mental Depression"
"HP","C0011570","Mental Depression"
"HSD11B1","C0011570","Mental Depression"
"HTR1A","C0011570","Mental Depression"
"HTR1B","C0011570","Mental Depression"
"HTR2A","C0011570","Mental Depression"
"HTR2C","C0011570","Mental Depression"
"HTR3A","C0011570","Mental Depression"
"HTR4","C0011570","Mental Depression"
"HTR7","C0011570","Mental Depression"
"IFNG","C0011570","Mental Depression"
"IGF1","C0011570","Mental Depression"
"IL1A","C0011570","Mental Depression"
"IL1B","C0011570","Mental Depression"
"IL6","C0011570","Mental Depression"
"IL6R","C0011570","Mental Depression"
"CXCL8","C0011570","Mental Depression"
"IL18","C0011570","Mental Depression"
"IDO1","C0011570","Mental Depression"
"KCNJ6","C0011570","Mental Depression"
"KCNK2","C0011570","Mental Depression"
"STMN1","C0011570","Mental Depression"
"LEP","C0011570","Mental Depression"
"LTA4H","C0011570","Mental Depression"
"M6PR","C0011570","Mental Depression"
"MAOA","C0011570","Mental Depression"
"MAOB","C0011570","Mental Depression"
"MC1R","C0011570","Mental Depression"
"ATXN3","C0011570","Mental Depression"
"NR3C2","C0011570","Mental Depression"
"COX2","C0011570","Mental Depression"
"MTHFR","C0011570","Mental Depression"
"MTR","C0011570","Mental Depression"
"NGF","C0011570","Mental Depression"
"NOS2","C0011570","Mental Depression"
"NOS3","C0011570","Mental Depression"
"NPY","C0011570","Mental Depression"
"NTRK2","C0011570","Mental Depression"
"OPRK1","C0011570","Mental Depression"
"OPRM1","C0011570","Mental Depression"
"OXT","C0011570","Mental Depression"
"OXTR","C0011570","Mental Depression"
"P2RX7","C0011570","Mental Depression"
"PDE4A","C0011570","Mental Depression"
"PDE4B","C0011570","Mental Depression"
"PDE4D","C0011570","Mental Depression"
"PDYN","C0011570","Mental Depression"
"ABCB1","C0011570","Mental Depression"
"PMCH","C0011570","Mental Depression"
"POMC","C0011570","Mental Depression"
"MAPK3","C0011570","Mental Depression"
"PSEN1","C0011570","Mental Depression"
"PTGS2","C0011570","Mental Depression"
"RAC1","C0011570","Mental Depression"
"REN","C0011570","Mental Depression"
"RORA","C0011570","Mental Depression"
"S100A10","C0011570","Mental Depression"
"S100B","C0011570","Mental Depression"
"SLC6A2","C0011570","Mental Depression"
"SLC6A3","C0011570","Mental Depression"
"SLC6A4","C0011570","Mental Depression"
"SLC18A1","C0011570","Mental Depression"
"SLC18A2","C0011570","Mental Depression"
"SYN1","C0011570","Mental Depression"
"TAC1","C0011570","Mental Depression"
"TH","C0011570","Mental Depression"
"TLE1","C0011570","Mental Depression"
"TNF","C0011570","Mental Depression"
"TNFRSF1A","C0011570","Mental Depression"
"TNFRSF1B","C0011570","Mental Depression"
"TPH1","C0011570","Mental Depression"
"TRH","C0011570","Mental Depression"
"TTR","C0011570","Mental Depression"
"UCN","C0011570","Mental Depression"
"VEGFA","C0011570","Mental Depression"
"VGF","C0011570","Mental Depression"
"WFS1","C0011570","Mental Depression"
"PER3","C0011570","Mental Depression"
"PER2","C0011570","Mental Depression"
"SGCE","C0011570","Mental Depression"
"TIMELESS","C0011570","Mental Depression"
"ARTN","C0011570","Mental Depression"
"HTR3B","C0011570","Mental Depression"
"LGI1","C0011570","Mental Depression"
"NRXN1","C0011570","Mental Depression"
"HOMER1","C0011570","Mental Depression"
"CLOCK","C0011570","Mental Depression"
"CARTPT","C0011570","Mental Depression"
"HDAC9","C0011570","Mental Depression"
"MED12","C0011570","Mental Depression"
"HDAC5","C0011570","Mental Depression"
"DEAF1","C0011570","Mental Depression"
"CPLX2","C0011570","Mental Depression"
"WWC1","C0011570","Mental Depression"
"DISC1","C0011570","Mental Depression"
"PCLO","C0011570","Mental Depression"
"GAL","C0011570","Mental Depression"
"SLCO1C1","C0011570","Mental Depression"
"FEV","C0011570","Mental Depression"
"SLC29A3","C0011570","Mental Depression"
"RNF123","C0011570","Mental Depression"
"FTO","C0011570","Mental Depression"
"BICC1","C0011570","Mental Depression"
"DTNBP1","C0011570","Mental Depression"
"PPP1R1B","C0011570","Mental Depression"
"TPH2","C0011570","Mental Depression"
"ANKK1","C0011570","Mental Depression"
"DAOA","C0011570","Mental Depression"
"PLIN2","C0015695","Fatty Liver"
"BIRC3","C0015695","Fatty Liver"
"APOB","C0015695","Fatty Liver"
"STS","C0015695","Fatty Liver"
"ATF4","C0015695","Fatty Liver"
"ATP7B","C0015695","Fatty Liver"
"CAT","C0015695","Fatty Liver"
"SERPINA6","C0015695","Fatty Liver"
"CEBPB","C0015695","Fatty Liver"
"COL3A1","C0015695","Fatty Liver"
"CYP1B1","C0015695","Fatty Liver"
"CYP2E1","C0015695","Fatty Liver"
"CYP19A1","C0015695","Fatty Liver"
"DDIT3","C0015695","Fatty Liver"
"F2","C0015695","Fatty Liver"
"F2R","C0015695","Fatty Liver"
"GPT","C0015695","Fatty Liver"
"GPX1","C0015695","Fatty Liver"
"GPX4","C0015695","Fatty Liver"
"HADHB","C0015695","Fatty Liver"
"HAS3","C0015695","Fatty Liver"
"HHEX","C0015695","Fatty Liver"
"FOXA1","C0015695","Fatty Liver"
"IFNA2","C0015695","Fatty Liver"
"CXCL8","C0015695","Fatty Liver"
"INS","C0015695","Fatty Liver"
"LDLR","C0015695","Fatty Liver"
"LEP","C0015695","Fatty Liver"
"LEPR","C0015695","Fatty Liver"
"MAT1A","C0015695","Fatty Liver"
"MTTP","C0015695","Fatty Liver"
"MYC","C0015695","Fatty Liver"
"NFE2L2","C0015695","Fatty Liver"
"SERPINE1","C0015695","Fatty Liver"
"POMC","C0015695","Fatty Liver"
"PON1","C0015695","Fatty Liver"
"PPARA","C0015695","Fatty Liver"
"PPARD","C0015695","Fatty Liver"
"PSMA5","C0015695","Fatty Liver"
"PTEN","C0015695","Fatty Liver"
"PTMA","C0015695","Fatty Liver"
"SLC2A2","C0015695","Fatty Liver"
"SOD1","C0015695","Fatty Liver"
"SOD2","C0015695","Fatty Liver"
"SREBF1","C0015695","Fatty Liver"
"TF","C0015695","Fatty Liver"
"TLR4","C0015695","Fatty Liver"
"TNF","C0015695","Fatty Liver"
"UCP2","C0015695","Fatty Liver"
"XBP1","C0015695","Fatty Liver"
"NR0B2","C0015695","Fatty Liver"
"NR1I2","C0015695","Fatty Liver"
"NREP","C0015695","Fatty Liver"
"SLC22A8","C0015695","Fatty Liver"
"CYP7B1","C0015695","Fatty Liver"
"NR1D1","C0015695","Fatty Liver"
"NR1H4","C0015695","Fatty Liver"
"NR1H3","C0015695","Fatty Liver"
"RIPK3","C0015695","Fatty Liver"
"GPD1L","C0015695","Fatty Liver"
"SIRT1","C0015695","Fatty Liver"
"FGF21","C0015695","Fatty Liver"
"ANGPTL4","C0015695","Fatty Liver"
"SIRT7","C0015695","Fatty Liver"
"DHRS7","C0015695","Fatty Liver"
"CYCS","C0015695","Fatty Liver"
"CNDP2","C0015695","Fatty Liver"
"NEIL1","C0015695","Fatty Liver"
"PNPLA3","C0015695","Fatty Liver"
"SLC13A5","C0015695","Fatty Liver"
"MIR10B","C0015695","Fatty Liver"
"MIR134","C0015695","Fatty Liver"
"MIR139","C0015695","Fatty Liver"
"MIR150","C0015695","Fatty Liver"
"MIR154","C0015695","Fatty Liver"
"MIR17","C0015695","Fatty Liver"
"MIR183","C0015695","Fatty Liver"
"MIR197","C0015695","Fatty Liver"
"MIR219A1","C0015695","Fatty Liver"
"MIR34A","C0015695","Fatty Liver"
"MIR148B","C0015695","Fatty Liver"
"MIR384","C0015695","Fatty Liver"
"MIR410","C0015695","Fatty Liver"
"MIR503","C0015695","Fatty Liver"
"MIR542","C0015695","Fatty Liver"
"MIR449C","C0015695","Fatty Liver"
"ACACA","C0023212","Left-Sided Heart Failure"
"ACLY","C0023212","Left-Sided Heart Failure"
"ADRA2C","C0023212","Left-Sided Heart Failure"
"ADRB1","C0023212","Left-Sided Heart Failure"
"ADRB3","C0023212","Left-Sided Heart Failure"
"GRK2","C0023212","Left-Sided Heart Failure"
"AGT","C0023212","Left-Sided Heart Failure"
"AGTR1","C0023212","Left-Sided Heart Failure"
"ALB","C0023212","Left-Sided Heart Failure"
"APCS","C0023212","Left-Sided Heart Failure"
"APOC1","C0023212","Left-Sided Heart Failure"
"ATP1A3","C0023212","Left-Sided Heart Failure"
"ATP2A1","C0023212","Left-Sided Heart Failure"
"ATP2A2","C0023212","Left-Sided Heart Failure"
"AVP","C0023212","Left-Sided Heart Failure"
"AVPR2","C0023212","Left-Sided Heart Failure"
"CAT","C0023212","Left-Sided Heart Failure"
"CIDEA","C0023212","Left-Sided Heart Failure"
"CRP","C0023212","Left-Sided Heart Failure"
"CS","C0023212","Left-Sided Heart Failure"
"CSF2","C0023212","Left-Sided Heart Failure"
"CSF3","C0023212","Left-Sided Heart Failure"
"CTGF","C0023212","Left-Sided Heart Failure"
"CYBB","C0023212","Left-Sided Heart Failure"
"ACE","C0023212","Left-Sided Heart Failure"
"CFD","C0023212","Left-Sided Heart Failure"
"EDN1","C0023212","Left-Sided Heart Failure"
"EDNRA","C0023212","Left-Sided Heart Failure"
"EDNRB","C0023212","Left-Sided Heart Failure"
"EPHX2","C0023212","Left-Sided Heart Failure"
"FASN","C0023212","Left-Sided Heart Failure"
"GATM","C0023212","Left-Sided Heart Failure"
"GCG","C0023212","Left-Sided Heart Failure"
"MSTN","C0023212","Left-Sided Heart Failure"
"GPX4","C0023212","Left-Sided Heart Failure"
"CXCL2","C0023212","Left-Sided Heart Failure"
"GSK3B","C0023212","Left-Sided Heart Failure"
"NRG1","C0023212","Left-Sided Heart Failure"
"HIF1A","C0023212","Left-Sided Heart Failure"
"HMOX1","C0023212","Left-Sided Heart Failure"
"HSPB1","C0023212","Left-Sided Heart Failure"
"HTR2B","C0023212","Left-Sided Heart Failure"
"IFNG","C0023212","Left-Sided Heart Failure"
"IL1B","C0023212","Left-Sided Heart Failure"
"IL6","C0023212","Left-Sided Heart Failure"
"INS","C0023212","Left-Sided Heart Failure"
"ITGB1","C0023212","Left-Sided Heart Failure"
"NR3C2","C0023212","Left-Sided Heart Failure"
"NFE2L2","C0023212","Left-Sided Heart Failure"
"NOS2","C0023212","Left-Sided Heart Failure"
"NOS3","C0023212","Left-Sided Heart Failure"
"NPPA","C0023212","Left-Sided Heart Failure"
"NPPB","C0023212","Left-Sided Heart Failure"
"NPR1","C0023212","Left-Sided Heart Failure"
"OLR1","C0023212","Left-Sided Heart Failure"
"PEBP1","C0023212","Left-Sided Heart Failure"
"SERPINE1","C0023212","Left-Sided Heart Failure"
"PCK1","C0023212","Left-Sided Heart Failure"
"PDPK1","C0023212","Left-Sided Heart Failure"
"PIK3CG","C0023212","Left-Sided Heart Failure"
"PLAT","C0023212","Left-Sided Heart Failure"
"POMC","C0023212","Left-Sided Heart Failure"
"PON1","C0023212","Left-Sided Heart Failure"
"PPARG","C0023212","Left-Sided Heart Failure"
"PPP1R1A","C0023212","Left-Sided Heart Failure"
"PRKAR2B","C0023212","Left-Sided Heart Failure"
"MAP2K7","C0023212","Left-Sided Heart Failure"
"PRL","C0023212","Left-Sided Heart Failure"
"PTH","C0023212","Left-Sided Heart Failure"
"PTGS1","C0023212","Left-Sided Heart Failure"
"PTGS2","C0023212","Left-Sided Heart Failure"
"RAC1","C0023212","Left-Sided Heart Failure"
"RBP4","C0023212","Left-Sided Heart Failure"
"REN","C0023212","Left-Sided Heart Failure"
"SLC9A1","C0023212","Left-Sided Heart Failure"
"SOD1","C0023212","Left-Sided Heart Failure"
"SOD2","C0023212","Left-Sided Heart Failure"
"SOD3","C0023212","Left-Sided Heart Failure"
"TNF","C0023212","Left-Sided Heart Failure"
"TNFRSF1A","C0023212","Left-Sided Heart Failure"
"TNNT2","C0023212","Left-Sided Heart Failure"
"UCP1","C0023212","Left-Sided Heart Failure"
"VEGFA","C0023212","Left-Sided Heart Failure"
"VWF","C0023212","Left-Sided Heart Failure"
"XDH","C0023212","Left-Sided Heart Failure"
"NRIP1","C0023212","Left-Sided Heart Failure"
"ADIPOQ","C0023212","Left-Sided Heart Failure"
"GDF15","C0023212","Left-Sided Heart Failure"
"FBLN5","C0023212","Left-Sided Heart Failure"
"PPARGC1A","C0023212","Left-Sided Heart Failure"
"SIRT1","C0023212","Left-Sided Heart Failure"
"NOX1","C0023212","Left-Sided Heart Failure"
"NOX4","C0023212","Left-Sided Heart Failure"
"GHRL","C0023212","Left-Sided Heart Failure"
"RETN","C0023212","Left-Sided Heart Failure"
"ELOVL6","C0023212","Left-Sided Heart Failure"
"KAT8","C0023212","Left-Sided Heart Failure"
"UCN2","C0023212","Left-Sided Heart Failure"
"NAT2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ABL1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ARNT","C0023452","Childhood Acute Lymphoblastic Leukemia"
"BCR","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CASP8","C0023452","Childhood Acute Lymphoblastic Leukemia"
"RUNX1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CDK6","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CDKN2A","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CEBPE","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CYP1A2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CYP1B1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CYP2C8","C0023452","Childhood Acute Lymphoblastic Leukemia"
"NQO1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"EPHX1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ERG","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ETV6","C0023452","Childhood Acute Lymphoblastic Leukemia"
"FLT3","C0023452","Childhood Acute Lymphoblastic Leukemia"
"FPGS","C0023452","Childhood Acute Lymphoblastic Leukemia"
"GNB1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"HCK","C0023452","Childhood Acute Lymphoblastic Leukemia"
"HLF","C0023452","Childhood Acute Lymphoblastic Leukemia"
"HOXD4","C0023452","Childhood Acute Lymphoblastic Leukemia"
"IDH1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"KMT2A","C0023452","Childhood Acute Lymphoblastic Leukemia"
"MTHFR","C0023452","Childhood Acute Lymphoblastic Leukemia"
"MTRR","C0023452","Childhood Acute Lymphoblastic Leukemia"
"NBN","C0023452","Childhood Acute Lymphoblastic Leukemia"
"PAX5","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ABCB1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"RB1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"SLC19A1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"TAL1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"TAL2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"TCF3","C0023452","Childhood Acute Lymphoblastic Leukemia"
"TP53","C0023452","Childhood Acute Lymphoblastic Leukemia"
"VPREB1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"NSD2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"XRCC1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"NUP214","C0023452","Childhood Acute Lymphoblastic Leukemia"
"IKZF1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"IKZF3","C0023452","Childhood Acute Lymphoblastic Leukemia"
"IKZF2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"NT5C2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"PAG1","C0023452","Childhood Acute Lymphoblastic Leukemia"
"PRDM14","C0023452","Childhood Acute Lymphoblastic Leukemia"
"CRLF2","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ARID5B","C0023452","Childhood Acute Lymphoblastic Leukemia"
