"ID","Name","GN"
"C0023470","Myeloid Leukemia","18"
"C0022521","Kartagener Syndrome","35"
"C4317124","Polynesian Bronchiectasis","35"
"C0345905","Intrahepatic Cholangiocarcinoma","24"
"C3805278","Extrahepatic Cholangiocarcinoma","24"
"C0154040","Benign neoplasm of adrenal gland","21"
"C0154045","Benign neoplasm of aortic body and other paraganglia","21"
"C0344456","Malignant Adrenal Medulla Neoplasm","21"
"C0438413","Malignant neoplasm of aortic body and other paraganglia","21"
"C0079541","Holoprosencephaly","19"
"C0431362","Lobar Holoprosencephaly","16"
"C0431363","Alobar Holoprosencephaly","15"
"C0751617","Semilobar Holoprosencephaly","16"
"C1260899","Anemia, Diamond-Blackfan","19"
"C2931850","Aase Smith syndrome 2","19"
"C0043459","Zellweger Syndrome","15"
"C0282525","Adrenoleukodystrophy, Neonatal","15"
"C0343640","African Burkitt's lymphoma","15"
"C1838979","MITOCHONDRIAL COMPLEX I DEFICIENCY","23"
"C2936907","NADH:Q(1) Oxidoreductase deficiency","25"
"C0431399","Familial aplasia of the vermis","18"
"C0265215","Meckel-Gruber syndrome","15"
