geneA,geneB
YGL194C,YKL117W
YGL194C,YKR029C
YGL194C,YLL013C
YGL194C,YMR273C
YGL194C,YNL031C
YGL194C,YOL068C
YGL195W,YGR098C
YGL195W,YGR173W
YGL195W,YGR218W
YGL195W,YGR234W
YGL195W,YHL034C
YGL195W,YHR019C
YGL195W,YHR027C
YGL195W,YHR108W
YGL195W,YHR200W
YGL195W,YIL094C
YGL195W,YIL106W
YGL195W,YIL137C
YGL195W,YIL138C
YGL195W,YIL149C
YGL195W,YJL050W
YGL195W,YJL074C
YGL195W,YJL127C
YGL195W,YJL190C
YGL195W,YJR077C
YGL195W,YJR132W
YGL195W,YKL029C
YGL195W,YKL049C
YGL195W,YKL077W
YGL195W,YKL104C
YGL195W,YKR037C
YGL195W,YLL024C
YGL195W,YLL050C
YGL195W,YLR065C
YGL195W,YLR113W
YGL195W,YLR180W
YGL195W,YLR320W
YGL195W,YLR367W
YGL195W,YML063W
YGL195W,YML085C
YGL195W,YML093W
YGL195W,YML124C
YGL195W,YMR179W
YGL195W,YMR246W
YGL195W,YNL002C
YGL195W,YNL055C
YGL195W,YNL132W
YGL195W,YNL178W
YGL195W,YNL186W
YGL195W,YNL323W
YGL195W,YNR048W
YGL195W,YNR051C
YGL195W,YOL133W
YGL195W,YOR014W
YGL195W,YOR081C
YGL195W,YOR091W
YGL195W,YOR136W
YGL195W,YOR204W
YGL195W,YOR244W
YGL195W,YOR293W
YGL195W,YOR326W
YGL195W,YPL082C
YGL195W,YPL140C
YGL195W,YPL235W
YGL195W,YPR161C
YGL196W,YNL209W
YGL197W,YGR218W
YGL197W,YIL051C
YGL197W,YJL098W
YGL197W,YLR191W
YGL197W,YLR310C
YGL197W,YLR377C
YGL197W,YMR080C
YGL197W,YMR117C
YGL197W,YMR308C
YGL197W,YNL025C
YGL197W,YNL030W
YGL197W,YNL197C
YGL197W,YNL307C
YGL197W,YNR047W
YGL197W,YOR359W
YGL197W,YPL203W
YGL197W,YPL204W
YGL197W,YPR042C
YGL198W,YGL210W
YGL198W,YGR172C
YGL198W,YHR105W
YGL198W,YJL036W
YGL198W,YKL077W
YGL198W,YKR014C
YGL198W,YLR262C
YGL198W,YML001W
YGL198W,YNL255C
YGL198W,YNL263C
YGL198W,YNL304W
YGL198W,YOR132W
YGL198W,YOR198C
YGL198W,YPL095C
YGL200C,YGR060W
YGL200C,YGR138C
YGL200C,YGR284C
YGL200C,YHR110W
YGL200C,YHR123W
YGL200C,YHR140W
YGL200C,YIL016W
YGL200C,YIL109C
YGL200C,YJL108C
YGL200C,YJL117W
YGL200C,YJL178C
YGL200C,YJR017C
YGL200C,YJR117W
YGL200C,YJR132W
YGL200C,YKL012W
YGL200C,YKL065C
YGL200C,YKL096W-A
YGL200C,YKL154W
YGL200C,YLL013C
YGL200C,YLL026W
YGL200C,YLR026C
YGL200C,YLR120C
YGL200C,YLR150W
YGL200C,YLR208W
YGL200C,YLR240W
YGL200C,YLR372W
YGL200C,YLR378C
YGL200C,YLR390W-A
YGL200C,YLR431C
YGL200C,YML012W
YGL200C,YML048W
YGL200C,YMR215W
YGL200C,YMR307W
YGL200C,YNL130C
YGL200C,YNL209W
YGL200C,YOR016C
YGL200C,YOR198C
YGL200C,YPL120W
YGL200C,YPL218W
YGL200C,YPL227C
YGL200C,YPR181C
YGL200C,YPR194C
YGL200C,YPR201W
YGL201C,YGL207W
YGL201C,YGR097W
YGL201C,YGR103W
YGL201C,YGR218W
YGL201C,YGR252W
YGL201C,YHR114W
YGL201C,YHR154W
YGL201C,YHR174W
YGL201C,YIL144W
YGL201C,YIL150C
YGL201C,YJL072C
YGL201C,YJL106W
YGL201C,YJL127C
YGL201C,YJR046W
YGL201C,YJR123W
YGL201C,YKL049C
YGL201C,YKL054C
YGL201C,YKL108W
YGL201C,YKL152C
YGL201C,YLL024C
YGL201C,YLL026W
YGL201C,YLR002C
YGL201C,YLR044C
YGL201C,YLR103C
YGL201C,YLR233C
YGL201C,YLR249W
YGL201C,YLR274W
YGL201C,YLR320W
YGL201C,YML065W
YGL201C,YML069W
YGL201C,YMR032W
YGL201C,YMR048W
YGL201C,YMR109W
YGL201C,YMR205C
YGL201C,YNL031C
YGL201C,YNL273W
YGL201C,YOL086C
YGL201C,YOL146W
YGL201C,YOR156C
YGL201C,YOR157C
YGL201C,YPL235W
YGL201C,YPR019W
YGL201C,YPR042C
YGL201C,YPR135W
YGL201C,YPR154W
YGL202W,YGR074W
YGL202W,YGR162W
YGL202W,YHR027C
YGL202W,YHR076W
YGL202W,YHR200W
YGL202W,YJL124C
YGL202W,YLL026W
YGL202W,YNL209W
YGL202W,YOR117W
YGL202W,YOR198C
YGL202W,YPL106C
YGL203C,YGR020C
YGL203C,YGR055W
YGL203C,YGR229C
YGL203C,YHL016C
YGL203C,YHR094C
YGL203C,YHR142W
YGL203C,YJL053W
YGL203C,YJR040W
YGL203C,YKL004W
YGL203C,YKL077W
YGL203C,YKR088C
YGL203C,YLR330W
YGL203C,YLR413W
YGL203C,YML038C
YGL203C,YMR011W
YGL203C,YNL041C
YGL203C,YNL238W
YGL203C,YOL137W
YGL203C,YOR104W
YGL203C,YOR198C
YGL203C,YOR357C
YGL203C,YPL174C
YGL203C,YPL221W
YGL203C,YPL246C
YGL203C,YPR067W
YGL203C,YPR075C
YGL205W,YJL095W
YGL205W,YJL164C
YGL205W,YJR059W
YGL205W,YMR179W
YGL206C,YGR098C
YGL206C,YGR167W
YGL206C,YGR234W
YGL206C,YGR241C
YGL206C,YGR252W
YGL206C,YHL030W
YGL206C,YHL034C
YGL206C,YHR108W
YGL206C,YHR161C
YGL206C,YHR200W
YGL206C,YIL035C
YGL206C,YIL044C
YGL206C,YIL094C
YGL206C,YJL084C
YGL206C,YJL153C
YGL206C,YJR125C
YGL206C,YKL049C
YGL206C,YKL135C
YGL206C,YKR001C
YGL206C,YKR021W
YGL206C,YKR026C
YGL206C,YLL026W
YGL206C,YLR065C
YGL206C,YLR170C
YGL206C,YLR206W
YGL206C,YLR240W
YGL206C,YLR320W
YGL206C,YLR330W
YGL206C,YLR370C
YGL206C,YLR431C
YGL206C,YMR116C
YGL206C,YMR236W
YGL206C,YNL002C
YGL206C,YNL007C
YGL206C,YNL026W
YGL206C,YNL030W
YGL206C,YNL031C
YGL206C,YNL106C
YGL206C,YNL209W
YGL206C,YNL243W
YGL206C,YNR006W
YGL206C,YOR027W
YGL206C,YOR061W
YGL206C,YOR109W
YGL206C,YOR181W
YGL206C,YOR198C
YGL206C,YPL084W
YGL206C,YPL106C
YGL206C,YPR029C
YGL206C,YPR042C
YGL207W,YGL244W
YGL207W,YGL252C
YGL207W,YGR063C
YGL207W,YGR097W
YGL207W,YGR098C
YGL207W,YGR116W
YGL207W,YGR163W
YGL207W,YGR252W
YGL207W,YGR270W
YGL207W,YGR281W
YGL207W,YHL007C
YGL207W,YHL034C
YGL207W,YHR031C
YGL207W,YHR035W
YGL207W,YHR082C
YGL207W,YHR135C
YGL207W,YHR143W-A
YGL207W,YHR200W
YGL207W,YIL021W
YGL207W,YIL031W
YGL207W,YIL035C
YGL207W,YIL149C
YGL207W,YIR010W
YGL207W,YJL047C
YGL207W,YJL095W
YGL207W,YJL106W
YGL207W,YJL124C
YGL207W,YJL164C
YGL207W,YJL187C
YGL207W,YJR033C
YGL207W,YJR059W
YGL207W,YJR089W
YGL207W,YJR125C
YGL207W,YKL028W
YGL207W,YKL049C
YGL207W,YKL101W
YGL207W,YKL103C
YGL207W,YKL105C
YGL207W,YKL160W
YGL207W,YKR008W
YGL207W,YKR048C
YGL207W,YKR062W
YGL207W,YLL026W
YGL207W,YLR150W
YGL207W,YLR182W
YGL207W,YLR196W
YGL207W,YLR274W
YGL207W,YLR320W
YGL207W,YLR357W
YGL207W,YLR384C
YGL207W,YLR398C
YGL207W,YLR399C
YGL207W,YLR418C
YGL207W,YML010W
YGL207W,YML024W
YGL207W,YML069W
YGL207W,YML102W
YGL207W,YML111W
YGL207W,YMR041C
YGL207W,YMR048W
YGL207W,YMR049C
YGL207W,YMR125W
YGL207W,YNL030W
YGL207W,YNL031C
YGL207W,YNL088W
YGL207W,YNL102W
YGL207W,YNL124W
YGL207W,YNL154C
YGL207W,YNL162W
YGL207W,YNL186W
YGL207W,YNL206C
YGL207W,YNL209W
YGL207W,YNL262W
YGL207W,YNL282W
YGL207W,YNL298W
YGL207W,YNL312W
YGL207W,YNR065C
YGL207W,YOL006C
YGL207W,YOL012C
YGL207W,YOL013C
YGL207W,YOL054W
YGL207W,YOL088C
YGL207W,YOL100W
YGL207W,YOL128C
YGL207W,YOL145C
YGL207W,YOR039W
YGL207W,YOR052C
YGL207W,YOR061W
YGL207W,YOR064C
YGL207W,YOR090C
YGL207W,YOR101W
YGL207W,YOR117W
YGL207W,YOR123C
YGL207W,YOR140W
YGL207W,YOR151C
YGL207W,YOR156C
YGL207W,YOR198C
YGL207W,YOR244W
YGL207W,YOR259C
YGL207W,YOR360C
YGL207W,YPL020C
YGL207W,YPL074W
YGL207W,YPL082C
YGL207W,YPL090C
YGL207W,YPL141C
YGL207W,YPL181W
YGL207W,YPL220W
YGL207W,YPL228W
YGL207W,YPR019W
YGL207W,YPR052C
YGL207W,YPR159W
YGL207W,YPR190C
YGL208W,YGR218W
YGL208W,YGR231C
YGL208W,YJL168C
YGL208W,YJR017C
YGL208W,YJR045C
YGL208W,YKL012W
YGL208W,YLR113W
YGL208W,YML007W
YGL208W,YNL209W
YGL208W,YNL255C
YGL208W,YNL330C
YGL208W,YNR035C
YGL208W,YOR136W
YGL208W,YOR244W
YGL208W,YPL031C
YGL208W,YPL042C
YGL208W,YPL240C
YGL208W,YPR152C
YGL209W,YGL253W
YGL209W,YGR014W
YGL209W,YGR040W
YGL209W,YHR135C
YGL209W,YJL149W
YGL209W,YJL187C
YGL209W,YLR193C
YGL209W,YLR347C
YGL209W,YMR239C
YGL209W,YNL189W
YGL209W,YNL197C
YGL209W,YNL209W
YGL209W,YPL031C
YGL209W,YPR075C
YGL210W,YGR098C
YGL210W,YHL034C
YGL210W,YJL044C
YGL210W,YJL204C
YGL210W,YKL116C
YGL210W,YLR026C
YGL210W,YLR096W
YGL210W,YLR240W
YGL210W,YLR320W
YGL210W,YLR431C
YGL210W,YML065W
YGL210W,YML086C
YGL210W,YMR080C
YGL210W,YMR291W
YGL210W,YNL044W
YGL210W,YNL161W
YGL210W,YNL209W
YGL210W,YNL255C
YGL210W,YNL263C
YGL210W,YNL272C
YGL210W,YOL018C
YGL210W,YOR070C
YGL210W,YOR326W
YGL211W,YGR162W
YGL211W,YGR218W
YGL211W,YHR111W
YGL211W,YIL008W
YGL211W,YJR017C
YGL211W,YLR233C
YGL211W,YNL119W
YGL211W,YNL209W
YGL211W,YNL255C
YGL211W,YNR047W
YGL211W,YOR251C
YGL212W,YGR089W
YGL212W,YGR130C
YGL212W,YGR172C
YGL212W,YGR223C
YGL212W,YJL049W
YGL212W,YJL151C
YGL212W,YJR040W
YGL212W,YKL079W
YGL212W,YKL196C
YGL212W,YLL024C
YGL212W,YLR093C
YGL212W,YLR148W
YGL212W,YLR166C
YGL212W,YLR268W
YGL212W,YLR314C
YGL212W,YLR396C
YGL212W,YLR423C
YGL212W,YML001W
YGL212W,YMR053C
YGL212W,YMR071C
YGL212W,YMR197C
YGL212W,YMR231W
YGL212W,YNL255C
YGL212W,YNL263C
YGL212W,YOL129W
YGL212W,YOR034C
YGL212W,YOR036W
YGL212W,YOR089C
YGL212W,YOR106W
YGL212W,YOR117W
YGL212W,YOR204W
YGL212W,YOR292C
YGL212W,YOR324C
YGL212W,YOR327C
YGL212W,YOR344C
YGL212W,YPL045W
YGL212W,YPL138C
YGL212W,YPL195W
YGL212W,YPL232W
YGL212W,YPL246C
YGL212W,YPR171W
YGL212W,YPR199C
YGL213C,YGR008C
YGL213C,YGR214W
YGL213C,YGR218W
YGL213C,YHL022C
YGL213C,YHR069C
YGL213C,YHR157W
YGL213C,YIL033C
YGL213C,YJL136C
YGL213C,YJR125C
YGL213C,YKL015W
YGL213C,YKL023W
YGL213C,YKR081C
YGL213C,YLR150W
YGL213C,YLR398C
YGL213C,YML108W
YGL213C,YMR116C
YGL213C,YMR120C
YGL213C,YNL209W
YGL213C,YNL308C
YGL213C,YOR076C
YGL213C,YOR244W
YGL213C,YOR267C
YGL213C,YOR294W
YGL213C,YPR187W
YGL213C,YPR189W
YGL215W,YHL034C
YGL215W,YHR039C-A
YGL215W,YKL103C
YGL215W,YLL024C
YGL215W,YPL031C
YGL215W,YPR042C
YGL216W,YGL254W
YGL216W,YGR223C
YGL216W,YHR183W
YGL216W,YLR045C
YGL216W,YML085C
YGL216W,YMR233W
YGL216W,YNL209W
YGL216W,YOL001W
YGL216W,YOL028C
YGL216W,YPL075W
YGL216W,YPL158C
YGL216W,YPR022C
YGL219C,YHR039C
YGL219C,YHR117W
YGL219C,YIL070C
YGL219C,YIL125W
YGL219C,YJL127C
YGL219C,YJR144W
YGL219C,YLL006W
YGL219C,YLR072W
YGL219C,YLR342W
YGL219C,YLR368W
YGL219C,YML008C
YGL219C,YML123C
YGL219C,YNL055C
YGL219C,YNL209W
YGL219C,YOL009C
YGL219C,YOL147C
YGL219C,YOR326W
YGL219C,YPL004C
YGL219C,YPR042C
YGL220W,YLL013C
YGL220W,YLL029W
YGL220W,YLR052W
YGL220W,YNL209W
YGL220W,YNL255C
YGL220W,YPL202C
YGL220W,YPR042C
YGL221C,YJR059W
YGL221C,YLL013C
YGL221C,YML064C
YGL221C,YNL026W
YGL221C,YNL189W
YGL221C,YNL209W
YGL221C,YOR198C
YGL222C,YMR219W
YGL222C,YNL118C
YGL222C,YNL255C
YGL222C,YOL149W
YGL223C,YGR120C
YGL223C,YIL004C
YGL223C,YJL036W
YGL223C,YKL006C-A
YGL223C,YLR026C
YGL223C,YLR423C
YGL223C,YML071C
YGL223C,YMR080C
YGL223C,YNL041C
YGL223C,YNL051W
YGL223C,YNL209W
YGL223C,YPR105C
YGL224C,YNL209W
YGL225W,YHR114W
YGL225W,YIR033W
YGL225W,YIR038C
YGL225W,YLL013C
YGL225W,YLL024C
YGL225W,YLR150W
YGL225W,YOR198C
YGL225W,YOR204W
YGL225W,YPL094C
YGL225W,YPR071W
YGL226C-A,YJL002C
YGL226C-A,YLL013C
YGL226C-A,YLR378C
YGL226C-A,YML019W
YGL226C-A,YNL209W
YGL226C-A,YOR085W
YGL226C-A,YOR198C
YGL226W,YLL013C
YGL226W,YNL209W
YGL226W,YNL255C
YGL227W,YGR178C
YGL227W,YGR192C
YGL227W,YHR121W
YGL227W,YHR174W
YGL227W,YIL017C
YGL227W,YIL069C
YGL227W,YIL097W
YGL227W,YJL008C
YGL227W,YJL106W
YGL227W,YJL177W
YGL227W,YJL191W
YGL227W,YJR009C
YGL227W,YJR096W
YGL227W,YJR121W
YGL227W,YJR123W
YGL227W,YJR145C
YGL227W,YKL006W
YGL227W,YKL060C
YGL227W,YKL152C
YGL227W,YLL013C
YGL227W,YLL024C
YGL227W,YLL045C
YGL227W,YLR027C
YGL227W,YLR029C
YGL227W,YLR044C
YGL227W,YLR048W
YGL227W,YLR061W
YGL227W,YLR150W
YGL227W,YLR167W
YGL227W,YLR180W
YGL227W,YLR197W
YGL227W,YLR249W
YGL227W,YLR256W
YGL227W,YLR259C
YGL227W,YLR320W
YGL227W,YLR367W
YGL227W,YLR377C
YGL227W,YLR406C
YGL227W,YML024W
YGL227W,YML026C
YGL227W,YML063W
YGL227W,YML073C
YGL227W,YML080W
YGL227W,YMR116C
YGL227W,YMR135C
YGL227W,YMR143W
YGL227W,YMR186W
YGL227W,YMR242C
YGL227W,YNL055C
YGL227W,YNL069C
YGL227W,YNL096C
YGL227W,YNL117W
YGL227W,YNL178W
YGL227W,YNL209W
YGL227W,YNL212W
YGL227W,YNL287W
YGL227W,YOL039W
YGL227W,YOL040C
YGL227W,YOL086C
YGL227W,YOL121C
YGL227W,YOL127W
YGL227W,YOR063W
YGL227W,YOR096W
YGL227W,YOR204W
YGL227W,YOR234C
YGL227W,YOR310C
YGL227W,YOR369C
YGL227W,YPL061W
YGL227W,YPL081W
YGL227W,YPL106C
YGL227W,YPL131W
YGL227W,YPL143W
YGL227W,YPL198W
YGL227W,YPR080W
YGL227W,YPR102C
YGL228W,YLL013C
YGL228W,YLL026W
YGL228W,YMR080C
YGL228W,YOR198C
YGL229C,YGR218W
YGL229C,YHR186C
YGL229C,YJL013C
YGL229C,YJL030W
YGL229C,YJL178C
YGL229C,YJR066W
YGL229C,YLL022C
YGL229C,YMR181C
YGL229C,YNL006W
YGL229C,YNL076W
YGL229C,YOR062C
YGL229C,YPL180W
YGL229C,YPR040W
YGL230C,YKL110C
YGL230C,YOR161C
YGL231C,YHL034C
YGL231C,YNL209W
YGL231C,YNL255C
YGL231C,YOR198C
YGL232W,YLR347C
YGL232W,YNL177C
YGL232W,YNL189W
YGL232W,YNL255C
YGL232W,YOR198C
YGL232W,YOR243C
YGL232W,YPL212C
YGL233W,YGR152C
YGL233W,YHL034C
YGL233W,YIL068C
YGL233W,YJL036W
YGL233W,YJL085W
YGL233W,YLL024C
YGL233W,YLR044C
YGL233W,YLR166C
YGL233W,YLR268W
YGL233W,YMR183C
YGL233W,YNL272C
YGL233W,YNR049C
YGL233W,YOR326W
YGL233W,YOR327C
YGL233W,YOR357C
YGL233W,YPL240C
YGL233W,YPR055W
YGL233W,YPR185W
YGL234W,YGR098C
YGL234W,YHR027C
YGL234W,YIL137C
YGL234W,YIR010W
YGL234W,YJL127C
YGL234W,YJR068W
YGL234W,YJR123W
YGL234W,YKL077W
YGL234W,YKL166C
YGL234W,YLR258W
YGL234W,YLR320W
YGL234W,YMR179W
YGL234W,YNL178W
YGL234W,YNL209W
YGL234W,YNL251C
YGL234W,YNL271C
YGL234W,YNR051C
YGL234W,YOL094C
YGL234W,YOR090C
YGL234W,YOR091W
YGL234W,YOR117W
YGL234W,YPL031C
YGL234W,YPL190C
YGL234W,YPL235W
YGL234W,YPL240C
YGL234W,YPR154W
YGL235W,YLL013C
YGL236C,YLL013C
YGL236C,YNL197C
YGL236C,YPR042C
YGL237C,YGR146C
YGL237C,YGR155W
YGL237C,YGR267C
YGL237C,YHR052W
YGL237C,YIL053W
YGL237C,YIL070C
YGL237C,YJL081C
YGL237C,YJL138C
YGL237C,YJR132W
YGL237C,YKL109W
YGL237C,YKL214C
YGL237C,YKR028W
YGL237C,YKR048C
YGL237C,YLR114C
YGL237C,YLR191W
YGL237C,YLR423C
YGL237C,YMR223W
YGL237C,YMR308C
YGL237C,YNL063W
YGL237C,YNR031C
YGL237C,YOL139C
YGL237C,YOR047C
YGL237C,YOR272W
YGL237C,YOR358W
YGL237C,YPL166W
YGL237C,YPR016C
YGL237C,YPR069C
YGL237C,YPR085C
YGL238W,YGR214W
YGL238W,YHL034C
YGL238W,YHR114W
YGL238W,YIL094C
YGL238W,YLL013C
YGL238W,YLL026W
YGL238W,YLR293C
YGL238W,YLR340W
YGL238W,YMR179W
YGL238W,YNL189W
YGL238W,YNL236W
YGL238W,YOR185C
YGL240W,YGR270W
YGL240W,YHR166C
YGL240W,YIR025W
YGL240W,YKL022C
YGL240W,YKL109W
YGL240W,YKR048C
YGL240W,YLR102C
YGL240W,YLR127C
YGL240W,YNL025C
YGL240W,YNL172W
YGL240W,YNL193W
YGL240W,YOR249C
YGL240W,YOR358W
YGL240W,YPR119W
YGL240W,YPR187W
YGL241W,YGR005C
YGL241W,YHR088W
YGL241W,YJL092W
YGL241W,YJL191W
YGL241W,YKR048C
YGL241W,YLL023C
YGL241W,YLL050C
YGL241W,YLR293C
YGL241W,YOL012C
YGL241W,YOR098C
YGL241W,YOR156C
YGL241W,YOR198C
YGL241W,YPR086W
YGL241W,YPR093C
YGL241W,YPR180W
YGL242C,YJR125C
YGL242C,YKL035W
YGL242C,YKL129C
YGL242C,YKR099W
YGL242C,YMR109W
YGL242C,YNL209W
YGL243W,YIL031W
YGL244W,YHR009C
YGL244W,YHR030C
YGL244W,YIL021W
YGL244W,YIL031W
YGL244W,YIL035C
YGL244W,YKL049C
YGL244W,YKL145W
YGL244W,YLL013C
YGL244W,YLR175W
YGL244W,YLR249W
YGL244W,YLR320W
YGL244W,YLR385C
YGL244W,YLR418C
YGL244W,YML010W
YGL244W,YML069W
YGL244W,YMR053C
YGL244W,YNL255C
YGL244W,YOL063C
YGL244W,YOL086C
YGL244W,YOL145C
YGL244W,YOR074C
YGL244W,YOR123C
YGL244W,YOR151C
YGL244W,YOR344C
YGL244W,YPR164W
YGL244W,YPR190C
YGL245W,YGR040W
YGL245W,YGR092W
YGL245W,YGR162W
YGL245W,YGR207C
YGL245W,YGR264C
YGL245W,YHL007C
YGL245W,YHL034C
YGL245W,YHR079C
YGL245W,YHR082C
YGL245W,YHR107C
YGL245W,YHR111W
YGL245W,YHR135C
YGL245W,YIL030C
YGL245W,YIL063C
YGL245W,YIL095W
YGL245W,YIL137C
YGL245W,YIR010W
YGL245W,YJL057C
YGL245W,YJL095W
YGL245W,YJL106W
YGL245W,YJL124C
YGL245W,YJL127C
YGL245W,YJR094W-A
YGL245W,YKL012W
YGL245W,YKL081W
YGL245W,YKL108W
YGL245W,YKL116C
YGL245W,YKL117W
YGL245W,YKL188C
YGL245W,YKR083C
YGL245W,YKR103W
YGL245W,YKR104W
YGL245W,YLL026W
YGL245W,YLR135W
YGL245W,YLR145W
YGL245W,YLR166C
YGL245W,YLR320W
YGL245W,YML064C
YGL245W,YMR048W
YGL245W,YMR049C
YGL245W,YMR059W
YGL245W,YMR179W
YGL245W,YMR207C
YGL245W,YNL002C
YGL245W,YNL026W
YGL245W,YNL045W
YGL245W,YNL154C
YGL245W,YNL209W
YGL245W,YNL307C
YGL245W,YNR051C
YGL245W,YOL012C
YGL245W,YOL094C
YGL245W,YOL113W
YGL245W,YOR014W
YGL245W,YOR081C
YGL245W,YOR097C
YGL245W,YOR198C
YGL245W,YOR244W
YGL245W,YPL026C
YGL245W,YPL074W
YGL245W,YPL141C
YGL245W,YPL144W
YGL245W,YPL153C
YGL245W,YPL201C
YGL245W,YPL235W
YGL245W,YPL245W
YGL245W,YPR010C
YGL245W,YPR110C
YGL245W,YPR152C
YGL246C,YGR218W
YGL246C,YHL033C
YGL246C,YHL034C
YGL246C,YHR010W
YGL246C,YHR064C
YGL246C,YIL021W
YGL246C,YIL133C
YGL246C,YJR123W
YGL246C,YJR145C
YGL246C,YKL180W
YGL246C,YKR063C
YGL246C,YKR081C
YGL246C,YLL035W
YGL246C,YLL045C
YGL246C,YLR029C
YGL246C,YLR075W
YGL246C,YLR340W
YGL246C,YLR448W
YGL246C,YML010W
YGL246C,YML073C
YGL246C,YMR194W
YGL246C,YMR242C
YGL246C,YNL069C
YGL246C,YNL110C
YGL246C,YNL178W
YGL246C,YNL209W
YGL246C,YOL040C
YGL246C,YOL120C
YGL246C,YOR048C
YGL246C,YOR063W
YGL246C,YPL031C
YGL246C,YPL090C
YGL246C,YPR190C
YGL247W,YHR036W
YGL247W,YIL040W
YGL247W,YNL255C
YGL247W,YOR103C
YGL248W,YHR135C
YGL249W,YLR394W
YGL249W,YNL197C
YGL250W,YJL020C
YGL250W,YLL013C
YGL250W,YLR082C
YGL250W,YLR442C
YGL250W,YMR068W
YGL250W,YMR111C
YGL250W,YOR028C
YGL251C,YKR095W
YGL251C,YLR035C
YGL251C,YLR249W
YGL251C,YMR080C
YGL251C,YMR167W
YGL251C,YNL127W
YGL251C,YNL229C
YGL251C,YPL151C
YGL252C,YGR086C
YGL252C,YGR218W
YGL252C,YGR252W
YGL252C,YLR085C
YGL252C,YLR291C
YGL252C,YLR429W
YGL252C,YML041C
YGL252C,YMR223W
YGL252C,YMR229C
YGL252C,YNL030W
YGL252C,YNL031C
YGL252C,YNL076W
YGL252C,YNL132W
YGL252C,YNL208W
YGL252C,YNL209W
YGL252C,YOR047C
YGL252C,YPL004C
YGL252C,YPR042C
YGL253W,YGR162W
YGL253W,YGR218W
YGL253W,YHL034C
YGL253W,YHR027C
YGL253W,YHR152W
YGL253W,YHR200W
YGL253W,YJL124C
YGL253W,YKL038W
YGL253W,YLR320W
YGL253W,YLR347C
YGL253W,YMR291W
YGL253W,YNL026W
YGL253W,YNL139C
YGL253W,YNL189W
YGL253W,YNL206C
YGL253W,YNL209W
YGL253W,YOL097C
YGL253W,YOR091W
YGL253W,YOR117W
YGL253W,YOR198C
YGL253W,YPR042C
YGL254W,YGR047C
YGL254W,YHR215W
YGL254W,YJL164C
YGL254W,YMR080C
YGL254W,YNL197C
YGL254W,YOR039W
YGL254W,YPL031C
YGL255W,YKL100C
YGL255W,YLL013C
YGL255W,YMR080C
YGL255W,YOR153W
YGL255W,YOR328W
YGL256W,YHR082C
YGL256W,YHR135C
YGL256W,YJL095W
YGL256W,YJR035W
YGL256W,YKL108W
YGL256W,YLR182W
YGL256W,YMR080C
YGL256W,YNL209W
YGL256W,YNL244C
YGL256W,YNL307C
YGL256W,YOR094W
YGL256W,YOR198C
YGL257C,YOR198C
YGL259W,YHL042W
YGL261C,YMR080C
YGL263W,YJR095W
YGL263W,YLR272C
YGL263W,YNR019W
YGR001C,YJL006C
YGR001C,YLR096W
YGR001C,YLR320W
YGR001C,YNL307C
YGR001C,YOR244W
YGR001C,YOR351C
YGR001C,YPL031C
YGR001C,YPL147W
YGR002C,YGR218W
YGR002C,YHR090C
YGR002C,YHR099W
YGR002C,YJL081C
YGR002C,YJL127C
YGR002C,YJR082C
YGR002C,YLR233C
YGR002C,YLR384C
YGR002C,YLR385C
YGR002C,YLR399C
YGR002C,YML041C
YGR002C,YML065W
YGR002C,YMR179W
YGR002C,YNL031C
YGR002C,YNL107W
YGR002C,YNL136W
YGR002C,YNL209W
YGR002C,YOL012C
YGR002C,YOR244W
YGR002C,YPL235W
YGR002C,YPR023C
YGR002C,YPR154W
YGR003W,YJR052W
YGR003W,YOL133W
YGR003W,YOR326W
YGR003W,YPL046C
YGR004W,YHR114W
YGR004W,YKL126W
YGR004W,YLR324W
YGR004W,YML008C
YGR004W,YOR198C
YGR004W,YPR028W
YGR004W,YPR042C
YGR005C,YGR072W
YGR005C,YGR104C
YGR005C,YGR186W
YGR005C,YHL034C
YGR005C,YHR041C
YGR005C,YIL021W
YGR005C,YJL115W
YGR005C,YJL140W
YGR005C,YJL168C
YGR005C,YJR072C
YGR005C,YKL028W
YGR005C,YKR062W
YGR005C,YLR005W
YGR005C,YLR418C
YGR005C,YML010W
YGR005C,YMR308C
YGR005C,YNR010W
YGR005C,YOL005C
YGR005C,YOL051W
YGR005C,YOR151C
YGR005C,YOR210W
YGR005C,YOR224C
YGR005C,YPL125W
YGR005C,YPL129W
YGR005C,YPL203W
YGR005C,YPL240C
YGR005C,YPR052C
YGR005C,YPR056W
YGR005C,YPR086W
YGR005C,YPR093C
YGR005C,YPR152C
YGR005C,YPR187W
YGR006W,YHR165C
YGR006W,YLL013C
YGR006W,YLR433C
YGR006W,YMR213W
YGR006W,YPL016W
YGR006W,YPL178W
YGR006W,YPR046W
YGR007W,YLL013C
YGR007W,YMR080C
YGR007W,YNL209W
YGR007W,YNL255C
YGR007W,YPR042C
YGR008C,YIL143C
YGR008C,YJL164C
YGR008C,YJR059W
YGR008C,YPL020C
YGR009C,YGR218W
YGR009C,YHL010C
YGR009C,YHL034C
YGR009C,YHR076W
YGR009C,YIL068C
YGR009C,YKL179C
YGR009C,YKL196C
YGR009C,YKR031C
YGR009C,YLL013C
YGR009C,YLR096W
YGR009C,YLR201C
YGR009C,YLR268W
YGR009C,YLR309C
YGR009C,YMR124W
YGR009C,YMR183C
YGR009C,YNL271C
YGR009C,YNR049C
YGR009C,YOR327C
YGR009C,YOR334W
